ID Number,Name,Host ID Number,Host Name,Neighbourhood,Latitude,Longitude,Room Type,Price,Number of Days Available per Year
598403561534897310,Cambridge 1BR w/ modern finishes,107434423,Blueground,East Cambridge,42.3707,-71.07469,Entire home/apt,287,169
598403939022872262,"E. Cambridge 3BR w/ W/D, in Inman Sq",107434423,Blueground,Wellington-Harrington,42.3726366,-71.094445,Entire home/apt,307,274
598404279154016952,"Symphony 1BR w/ Doorman & Business Center, nr MFA",107434423,Blueground,Area 2/MIT,42.34449,-71.08671,Entire home/apt,229,279
599162132685597662,Harvard Allston Campus 7-bdrm House For 20+ People,8441226,Justin,West Cambridge,42.36402,-71.13326,Entire home/apt,1385,100
599324404655367395,Prentiss House by Thatch | King Rm #3,814298,Thatch,Agassiz,42.38339,-71.11791,Private room,240,81
599858148029557973,"Brookline Studio w/ Elevator & Gym, nr Green Line",107434423,Blueground,Cambridgeport,42.34292,-71.11952,Entire home/apt,219,134
599863181869776629,"Brookline 2BR w/ Elevator & Gym, nr Green Line",107434423,Blueground,Cambridgeport,42.3429191,-71.119517,Entire home/apt,236,336
602225731262947748,Affordable 2 bed room apt in beacon hill boston,373675137,Liya,East Cambridge,42.36009,-71.06892,Entire home/apt,136,273
602328498990797248,Affordable Cozy 2 bed room apt Beacon Hill Boston,373675137,Liya,East Cambridge,42.36038,-71.06589,Entire home/apt,136,336
602716508984845813,2 Bed with Work From Anywhere Office & Fast Wifi!,423270067,Harry And Susie,Area 2/MIT,42.3439,-71.08309,Entire home/apt,469,339
602823976036020090,Lovely room in heart of Davis Square Somerville,251158775,Andrew,North Cambridge,42.39573,-71.12133,Private room,84,89
602880095825799604,Spacious Studio With Fast Wifi!,409684302,Justin And Mandy,Area 2/MIT,42.34277,-71.08081,Entire home/apt,456,335
602886384518882283,Awesome Studio with great amenities!,409684302,Justin And Mandy,Area 2/MIT,42.34264,-71.08,Entire home/apt,763,333
602906735271842245,Modern &Spacious 2BR w/full kitchen 30 day minimum,145655051,Karen,The Port,42.36456,-71.10169,Entire home/apt,172,275
603796806092162118,"Ellie 1- Back Bay 2beds, Best location!!",331225367,Stone,Area 2/MIT,42.34382,-71.08401,Entire home/apt,325,143
604224307090023387,"E. Cambridge 2BR w/ Gym & W/D, nr Lechmere T",107434423,Blueground,East Cambridge,42.3706,-71.07422,Entire home/apt,320,185
604234472085817955,"Allston Studio w/ W/D & Gym, nr Green Line",107434423,Blueground,Cambridgeport,42.34767,-71.13383,Entire home/apt,235,0
604948697680076098,"E. Cambridge Studio w/ Pool & Gym, nr Lechmere T",107434423,Blueground,East Cambridge,42.36982,-71.07313,Entire home/apt,275,0
604949196079011955,"E. Cambridge Studio w/ Pool & Gym, nr Lechmere T",107434423,Blueground,East Cambridge,42.36982,-71.07313,Entire home/apt,193,274
604951714437257587,"Back Bay Studio, w/ Gym, nr Newbury St.",107434423,Blueground,Area 2/MIT,42.348633,-71.074088,Entire home/apt,215,339
605062037101712365,(83-2) 3 bedrooms 3TVs! Washer/ Dryer w/Parking,331225367,Stone,Wellington-Harrington,42.37823,-71.09833,Entire home/apt,455,30
605814895112878033,luxurious 2-bed 2-bath apartment in Fenway heart,163848078,Adam,Area 2/MIT,42.345184009159574,-71.10231216,Entire home/apt,550,365
606115720549620588,Affordable & Simple Chic Studio,244600805,Bay Village,Area 2/MIT,42.34745,-71.0702,Entire home/apt,162,86
606636977781961015,High-Rise 1BR Condo W/ Scenic Boston Views!,444667455,Anthony,East Cambridge,42.36388,-71.06396,Private room,292,315
607684207766749699,Beautiful Central Sq 1BR w/ W/D & Gym,107434423,Blueground,Cambridgeport,42.36089399999999,-71.1025689,Entire home/apt,237,350
608049495160485351,Suite Private bath walk to Harvard MIT Red T M4,447943889,Lynn,Mid-Cambridge,42.37515,-71.10571,Entire home/apt,149,43
608359192793639653,"Back Bay 1BR w/ W/D & Gym, 2 blocks to T",107434423,Blueground,Area 2/MIT,42.34992,-71.06943,Entire home/apt,307,355
608359496810075683,Downtown/Financial District 1BR w/ W/D & Gym,107434423,Blueground,East Cambridge,42.35892,-71.05416,Entire home/apt,229,351
609138033659300778,Cambridgeport Large Bedroom Semiprivate bath,394741679,Olena,Cambridgeport,42.3607,-71.10745,Private room,78,282
609169815689919508,"Kendall Sq 1BR w/ Gym, W/D & Concierge, nr MIT",107434423,Blueground,East Cambridge,42.3640528,-71.0835716,Entire home/apt,257,263
609172001257104153,"Central Sq Studio w/ Gym, W/D & Roof, nr T",107434423,Blueground,The Port,42.36376,-71.10031,Entire home/apt,197,272
609256359594109730,Lovely 2-bedroom condo with private deck,171705819,Kellie,Agassiz,42.38531,-71.09837,Entire home/apt,179,100
609993404493501490,Prime Central 1brm in North End Boston,2006852,Jay,East Cambridge,42.36495,-71.05249,Entire home/apt,262,330
610021158527991851,Central 4 Bed 2 Bath near MGH and Waterfront,130680380,Jodie,East Cambridge,42.36611,-71.05918,Entire home/apt,700,341
610075682992826135,Lovely luxury 2bed + 2bath with gym and pool!,24751162,Moo,West Cambridge,42.34667986579272,-71.14491913,Entire home/apt,350,95
610709553203690333,"Harvard Square: Location, location, location",182658964,Teresa,Neighborhood Nine,42.378971,-71.120674,Entire home/apt,1455,0
610907392915480050,"Updated 3 Room Apartment, King bed + optional full",6030020,Jason,Cambridgeport,42.35841698969719,-71.11070169,Entire home/apt,293,358
611624616309990699,Lovely 1 bedroom apartment in downtown Boston,380623623,Sofia,East Cambridge,42.359203,-71.066734,Entire home/apt,117,328
611660722381175985,Luxury 3bedroom 2bath amazing view in Assembly row,158837906,Hashouki,East Cambridge,42.39317,-71.07906,Entire home/apt,499,365
611835367254543088,Comfortable 2-bedroom apartment in downtown Boston,380623623,Sofia,East Cambridge,42.359421,-71.069969,Entire home/apt,125,291
611876104515092487,Harvard Square apartment in the heart of Cambridge,380623623,Sofia,West Cambridge,42.37354,-71.12191,Entire home/apt,180,1
612144696053388604,"N2 Walk Everywhere, Lil Italy",3637081,Sarah,East Cambridge,42.36718,-71.0545,Entire home/apt,207,176
612178312912696733,✤Private Deck✤Luxury Spacious Penthouse✤Sunny✤W/D✤,105384549,Laura,East Cambridge,42.36039,-71.069,Entire home/apt,269,309
612226677169631097,"Peaceful, Comfortable, Great Location, WFH Setups",51765714,Michael,Agassiz,42.38347,-71.09859,Entire home/apt,386,61
612579424597702103,Modern Garden Suite - Comfy & Relaxing,12459442,Alex,North Cambridge,42.39458,-71.13325,Entire home/apt,159,0
612908141225302683,Bright and Modern Luxury Studio,409684302,Justin And Mandy,Area 2/MIT,42.34092,-71.08013,Entire home/apt,457,332
612916199685233852,Modern Studio in South End!,409684302,Justin And Mandy,Area 2/MIT,42.34091,-71.07869,Entire home/apt,772,336
612919537520332335,Cozy and Cute Value Studio!,409684302,Justin And Mandy,Area 2/MIT,42.34291,-71.08005,Entire home/apt,513,332
612962413785033924,Lovely 1st-fl 1-bedroom apt in Harvard Sq,9793577,Catalina,Riverside,42.37054,-71.11581,Entire home/apt,159,138
612970044547812293,Upscale Apt with everything you need!,423270067,Harry And Susie,Area 2/MIT,42.34538,-71.0814,Entire home/apt,787,359
612971562909480575,Upscale Apt with Private Work From Anywhere Office,423270067,Harry And Susie,Area 2/MIT,42.34508,-71.08346,Entire home/apt,623,345
613006796957451384,Awesome studio in South End with wifi and parking,409684302,Justin And Mandy,Area 2/MIT,42.34284,-71.0787,Entire home/apt,440,352
613019381875296666,Outstanding Upgraded Luxury Apt!,423270067,Harry And Susie,Area 2/MIT,42.34473,-71.08124,Entire home/apt,826,335
613037426702888009,"South End,2 bed, in unit lau,cen air, Northeastern",31340713,Kama,Area 2/MIT,42.33626,-71.08569,Entire home/apt,200,326
613941639077331824,Venn | Harvard Square | Ocean Room,277913848,Venn,Mid-Cambridge,42.37785,-71.10712,Private room,149,327
614026245880932713,Luxury in heart Boston with balcony & amazing view,158837906,Hashouki,Area 2/MIT,42.34609,-71.06291,Entire home/apt,499,337
614069215267191873,Cozy 4BR 2BTH Apt in Brookline near BU,2356643,MyBostonTrip,Cambridgeport,42.34873870958702,-71.12154388,Entire home/apt,394,31
614069233918874456,Spacious 4BR 2BTH Apt in Brookline near NU,2356643,MyBostonTrip,Cambridgeport,42.350273435336106,-71.11967916,Entire home/apt,394,36
614069267728308090,Sunny 4BD 2BTH Apt in Somerville,2356643,MyBostonTrip,Agassiz,42.38966816907443,-71.09249601,Entire home/apt,322,276
614408575007836247,Luxurious Apt heart of Boston South end back bay,158837906,Hashouki,Area 2/MIT,42.3463,-71.06482,Entire home/apt,499,365
614491673402329392,The Modica Estates Apartment 4 Room 2,411367498,Candide,The Port,42.36651,-71.09693,Private room,63,98
614541517550356742,"♥ Lovely Studio - Spotless, W/D, Parking, Private",14768911,Gina And Oscar,North Cambridge,42.406933,-71.140083,Entire home/apt,125,294
614662890482582714,(T5) Stylish Studio in the South End!,331225367,Stone,Area 2/MIT,42.34074,-71.07696,Entire home/apt,224,140
615078951681055283,"Cambridge Alewife 1BR w/ Gym, nr shops & T",107434423,Blueground,Cambridge Highlands,42.389,-71.1446,Entire home/apt,184,298
615083974254655575,Exquisite Central Sq 2BR,107434423,Blueground,Cambridgeport,42.36444,-71.1047,Entire home/apt,252,362
615627054340788049,"Theatre District 1BR w/ Gym & W/D, nr Boylston T",107434423,Blueground,Area 2/MIT,42.3511858,-71.064017,Entire home/apt,275,0
616571757662863762,Classic Cambridge House in the Heart of the City,86944816,Nicanor,Riverside,42.36682,-71.11045,Entire home/apt,235,258
616616290168209593,City Oasis | Step into Public Garden & Back Bay,258974203,Sophia,Area 2/MIT,42.35624126801869,-71.07334895,Entire home/apt,234,223
616846869203215900,Perfect location and Prices! 1B1,244600805,Bay Village,Area 2/MIT,42.34733,-71.06931,Entire home/apt,171,66
617045331988491234,"Clean Studio, Ready For Long & Short Stays",205269848,Temple Place,Area 2/MIT,42.35452,-71.06336,Private room,158,227
617690889504683980,"Downtown Studio Apt, Lots of Natural Light",2356643,MyBostonTrip,Area 2/MIT,42.35058418854359,-71.06430215,Entire home/apt,118,329
617924825724516696,"Corporate Style Studio near MGH, State House, Boston Common",2356643,MyBostonTrip,East Cambridge,42.3577,-71.06378,Entire home/apt,176,305
617924872108038105,Simple furnished Studio in the Heart of Boston,2356643,MyBostonTrip,East Cambridge,42.35875,-71.06366,Entire home/apt,123,331
617976038177988598,Great Value South End Studio!,409684302,Justin And Mandy,Area 2/MIT,42.34121,-71.08058,Entire home/apt,317,345
618155510192385373,Grand 4+br 3.5ba Harvard Mansion Cambridge Cosmo,115369531,V,Agassiz,42.38510717547597,-71.11804194,Entire home/apt,947,151
618440319925813406,Sunny Private Room in Shared Apt,2356643,MyBostonTrip,Agassiz,42.39085285,-71.09203732,Private room,47,332
618445845546934829,Private Room w/ twin Alcove near Charles River,2356643,MyBostonTrip,West Cambridge,42.36108,-71.14471,Private room,83,317
618451814039791045,"Sleek & Bright Private Room, Co-living near BU",2356643,MyBostonTrip,Cambridgeport,42.350090155193065,-71.11960567,Private room,59,73
618455221000619189,Modern Minimalist Room with en suite Bath near Tufts/Brigham/MGH/BMC,2356643,MyBostonTrip,Cambridgeport,42.35013982706421,-71.11965904,Private room,59,34
618669349044634860,Harlow building by Harvard with Modern furnishings,1788405,Jared,Neighborhood Nine,42.38283,-71.12331,Entire home/apt,190,144
618715040520766667,Gorgeous Victorian house near Harvard 3 bedrooms,40819826,Marc,Neighborhood Nine,42.38583,-71.12011,Entire home/apt,375,141
619253446291935967,"Theatre District 1BR w/ Gym & W/D, nr Boylston T",107434423,Blueground,Area 2/MIT,42.3511858,-71.064017,Entire home/apt,247,354
619695606093904234,BEDROOM IN THE BEST LOCATION IN CAMBRIDGE,15739330,Rod,Riverside,42.3681,-71.10831,Private room,150,15
620130739165220960,Somerville on the Park,29092217,Jason,Wellington-Harrington,42.39336,-71.08834,Entire home/apt,235,0
620351115192130942,A quiet peaceful studio in the heart of Cambridge,16241860,Isabel,The Port,42.36955,-71.10055,Entire home/apt,184,317
620451076062142750,"Peaceful, mid-Cambridge room with private en suite",16241860,Isabel,Mid-Cambridge,42.36996,-71.10218,Private room,135,295
620531678272781158,Cozy 2-bedroom apartment in downtown Boston,380623623,Sofia,East Cambridge,42.360752,-71.065987,Entire home/apt,126,307
620556935741785812,Lovely studio in downtown boston,373675137,Liya,East Cambridge,42.36153,-71.06487,Entire home/apt,95,281
620559519758727382,Lovely 2 bed 2 bath beacon hill downtown boston,373675137,Liya,East Cambridge,42.36182,-71.0654,Entire home/apt,221,287
620726146347136814,"Cambridgeport 1BR w/ W/D & Gym, nr Boston U & MIT",107434423,Blueground,Cambridgeport,42.3566191,-71.1062769,Entire home/apt,223,339
620726386166322193,Stunning S. End Studio,107434423,Blueground,Area 2/MIT,42.33884,-71.08177,Entire home/apt,199,316
620830858423641152,Authentic Brownstone Boston Studio!,409684302,Justin And Mandy,Area 2/MIT,42.34224,-71.07861,Entire home/apt,688,338
620845455818869883,"Beautiful, fully equipped, luxury condo!",423270067,Harry And Susie,Area 2/MIT,42.34359,-71.08119,Entire home/apt,989,336
620873135155545376,Upscale Apt with Private Work From Anywhere Office,423270067,Harry And Susie,Area 2/MIT,42.3447,-71.08348,Entire home/apt,779,345
620874447347342376,Stylish Flex-cation Space in Back Bay!,423270067,Harry And Susie,Area 2/MIT,42.34336,-71.08173,Entire home/apt,490,344
620875895680909013,Stylish Flex-cation Space in Back Bay!,423270067,Harry And Susie,Area 2/MIT,42.34424,-71.08117,Entire home/apt,808,344
620887091763907399,Cozy Bedroom in 3BR between MIT and Harvard,21631889,Ling Yi,The Port,42.36765,-71.09848,Private room,65,177
622389945250297747,"Art-filled, private room in mid-Cambridge",16241860,Isabel,Mid-Cambridge,42.37008,-71.10227,Private room,86,247
622636671975347436,Fenway! MFA! Longwood Med! NEU! BU!,799496,Kj,Area 2/MIT,42.34337,-71.10197,Entire home/apt,239,273
623160987006725660,2 Bed with Work From Anywhere Office & Fast Wifi!,423270067,Harry And Susie,Area 2/MIT,42.34368,-71.08195,Entire home/apt,796,339
623174295658849560,Modern Studio with Great Wifi and Amenities!,409684302,Justin And Mandy,Area 2/MIT,42.34135,-71.07877,Entire home/apt,339,334
623835892765058460,1st floor private room with private en-suite,16241860,Isabel,Mid-Cambridge,42.36939,-71.10237,Private room,85,292
623961563501401503,"Charming, peaceful room in mid-Cambridge",16241860,Isabel,Mid-Cambridge,42.37122,-71.10205,Private room,102,269
624369083955082959,MIT/Harvard/Kendall/Central 3Br with Parking,458543134,Vivian,The Port,42.36701,-71.09486,Entire home/apt,235,278
624541300397031900,Awesome studio in South End with wifi and parking,409684302,Justin And Mandy,Area 2/MIT,42.34276,-71.07856,Entire home/apt,300,352
625823728061276620,"E. Cambridge Studio w/ Gym & W/D, nr Lechmere T",107434423,Blueground,East Cambridge,42.370595,-71.074224,Entire home/apt,187,277
625824021434996394,Gorgeous Back Bay 1BR w/ W/D & Gym,107434423,Blueground,Area 2/MIT,42.34992,-71.06943,Entire home/apt,243,301
627361783452114215,Luxury Very Large 2 Bedroom Apartment,19788941,Jean Manuel,East Cambridge,42.369796229699006,-71.07040962,Entire home/apt,199,1
627562151397485626,"1HB Renovated North End, TDGarden apartment",3637081,Sarah,East Cambridge,42.36746,-71.05418,Entire home/apt,232,243
627996566570185451,"Somerville Studio w/ Gym & W/D, nr Green Line",107434423,Blueground,East Cambridge,42.36595,-71.06347,Entire home/apt,234,298
627996986592525851,"N. Station Studio w/ W/D & Gym, nr TD Garden",107434423,Blueground,East Cambridge,42.364773,-71.063143,Entire home/apt,196,331
628133487809262501,Sunlit Corner Room in Shared Apt Near Everything,2356643,MyBostonTrip,West Cambridge,42.36149,-71.14515,Private room,62,334
628141126487322357,"Darling Studio For Two, Perfect Location",205269848,Temple Place,East Cambridge,42.35584,-71.06128,Private room,191,0
628162153649218659,Spacious Back Bay Condo with Great Amenities!,423270067,Harry And Susie,Area 2/MIT,42.34372,-71.08126,Entire home/apt,463,329
628297796477850443,Brighton/Brookline/Allston suite + Free Parking,459432105,Irina,West Cambridge,42.346661,-71.139252,Entire home/apt,125,115
628300360502747892,Private furnished Room  by Harvard/Long term stay,34191455,Manoj,Agassiz,42.38452,-71.10956,Private room,99,174
630224160210803562,Beautiful modern 2bed 2bath in Fenway heart,158837906,Hashouki,Area 2/MIT,42.348420009823585,-71.10062957,Entire home/apt,399,365
630650412970373017,"Lakeview In-law suite, Private Entrance-Room1",36445555,Show,North Cambridge,42.40868,-71.16101,Entire home/apt,99,354
630997334269195548,Awesome Apt in the Heart of Back Bay!,423270067,Harry And Susie,Area 2/MIT,42.34545,-71.08348,Entire home/apt,1023,345
631000352683237222,Heart of Back Bay! Close to Prudential Center and The T!,423270067,Harry And Susie,Area 2/MIT,42.34359,-71.08336,Entire home/apt,565,346
631002869915516131,"Bright Condo, Plenty of Room, Sleeps Upto 8",423270067,Harry And Susie,Area 2/MIT,42.3448,-71.0834,Entire home/apt,1054,327
631118154967104383,Sunny Room #2 Free Parking,108560094,Lixia,West Cambridge,42.35587,-71.15837,Private room,59,168
631422787329168204,Hotel near T - Scholar or Victorian or Townhouse,162885740,Hong,North Cambridge,42.393642,-71.12606,Private room,160,35
631769505208693090,Historic renovated 4br home walkable to Harvard,99145869,Sophie,Agassiz,42.382839189787305,-71.11725537,Entire home/apt,500,207
633058908634454665,"Downtown 1BR w/ Gym, W/D & Concierge nr S. Station",107434423,Blueground,East Cambridge,42.35376,-71.05305,Entire home/apt,347,35
633276447851296684,Lovely 4 bedroom / 2 bathroom rental unit,21146457,Sebastián,Mid-Cambridge,42.3755,-71.10715,Entire home/apt,800,0
633854652506051952,"Brookline 1BR, steps to Green Line",107434423,Blueground,Cambridgeport,42.3429191,-71.119517,Entire home/apt,193,291
633889528816089164,Stylish living in the heart of Backbay new in Abnb,35974790,Murat,Area 2/MIT,42.35063934326172,-71.08123779,Entire home/apt,250,289
634046951984427934,"Ellie 6- Back Bay, First floor, Location!",331225367,Stone,Area 2/MIT,42.34297,-71.08389,Entire home/apt,265,97
634543996402935327,"Kendall Sq 2BR w/ Gym, nr MIT & Mass General",107434423,Blueground,East Cambridge,42.36624,-71.0841,Entire home/apt,252,311
634865431273183644,"Cozy, adorable 1 bedroom private apartment M365-2",32532791,Marie,Area 2/MIT,42.344532,-71.079376,Entire home/apt,275,166
634887497676129670,(W5) Cozy & Stylish South End Studio,331225367,Stone,Area 2/MIT,42.33849,-71.07591,Entire home/apt,290,49
634899884370785847,(W12) Fresh and New South End Studio,331225367,Stone,Area 2/MIT,42.33974,-71.07769,Entire home/apt,226,48
634944756480605794,(C-42) 1BR Near It All!,331225367,Stone,Area 2/MIT,42.34743,-71.09092,Entire home/apt,311,131
635008321907677749,🌟Medical 🩺 discount | Cambridge | 🚆station 1 min,450042941,Joana,North Cambridge,42.39740316724579,-71.14821019,Entire home/apt,341,336
635175871513841870,"Brookline 1BR w/ Gym, steps to Green Line",107434423,Blueground,Cambridgeport,42.3429191,-71.119517,Entire home/apt,186,346
635371296268528151,Charming Theater District 1Br | Walk Anywhere!,275849638,Steven,Area 2/MIT,42.35137,-71.06513,Entire home/apt,201,246
635673101620253450,"South End,2 bed, in unit lau,cen air, Northeastern",266312920,STARS Of,Area 2/MIT,42.33729,-71.08545,Entire home/apt,177,326
636073770530441094,Ellie 2- Cutest Studio in Back Bay! Location!!!,331225367,Stone,Area 2/MIT,42.34221,-71.08222,Entire home/apt,271,138
636109865830955355,"Ellie 7- Trundle 2Twins, BACK BAY! Location!!!",331225367,Stone,Area 2/MIT,42.34399,-71.08175,Entire home/apt,196,127
636166694088558890,Sunny 2-bedroom apt w/ 2 car parking & pvt deck,25404208,Lauren,North Cambridge,42.399429,-71.113464,Entire home/apt,364,31
636261037066462204,"Lovely 2Bed, 2Bath in Boston, In-unit Laundry",266312920,STARS Of,Area 2/MIT,42.33732,-71.0855,Entire home/apt,250,288
636458587318714183,Beautiful Fenway 2bed 2bath Apt near hospitals,158837906,Hashouki,Area 2/MIT,42.348315626547226,-71.10031436,Entire home/apt,399,365
636741005392238939,"Studio 3-min walk to subway, free parking",173354770,Emily,North Cambridge,42.39134,-71.12201,Entire home/apt,163,243
636852775607554612,3 beds **free parking** 3-min walk to subway,173354770,Emily,North Cambridge,42.39137,-71.12076,Entire home/apt,222,0
637571846219690625,"Walk to Harvard, MIT, Central, Subway, Book Now!!",7848820,Kris,Mid-Cambridge,42.37017,-71.1019,Private room,159,320
638235027182813304,Cute and Cozy Studio!,409684302,Justin And Mandy,Area 2/MIT,42.34132,-71.07847,Entire home/apt,701,338
638303981895827346,Spacious Studio With Fast Wifi!,409684302,Justin And Mandy,Area 2/MIT,42.34228,-71.07853,Entire home/apt,297,335
638473569363708335,Lovely 1 bedroom apartment in Beacon Hill Boston,380623623,Sofia,Area 2/MIT,42.35849,-71.06928,Entire home/apt,135,278
638491618000627769,Two bedroom apartment in the heart of boston,380623623,Sofia,East Cambridge,42.35986222596869,-71.07090778,Entire home/apt,139,331
638908178647698696,"Beacon Hill House, Walk to MGH/MIT/Freedom Trail",95634275,Sophia,East Cambridge,42.36128,-71.06439,Entire home/apt,239,0
638924072026713547,"Back Bay Cute Studio, Walk to Prudential & Newbury",95634275,Sophia,Area 2/MIT,42.35221036,-71.08263205,Entire home/apt,279,164
638978335989826229,Wonderful 1 bedroom in Beacon Hill Boston,380623623,Sofia,Area 2/MIT,42.358624037593316,-71.06926742,Entire home/apt,130,281
639282488199028107,Hotel basement or smaller rooms or scholar house,162885740,Hong,North Cambridge,42.39246,-71.12691,Private room,150,91
639539603890034768,1BR steps from Cooldige Corner in Brookline,107434423,Blueground,Cambridgeport,42.3439802,-71.1207774,Entire home/apt,180,276
639539909040945926,Classic Central Sq 1BR w/ W/D & Gym,107434423,Blueground,Cambridgeport,42.36089399999999,-71.1025689,Entire home/apt,241,324
639661932546141785,Unfurnished Room in Fenway Apartment,297860058,June Team,Area 2/MIT,42.34387,-71.08805,Private room,66,264
639817426617817214,Simple & Affordable Efficient Studio Awaits!,285344759,Bv,Area 2/MIT,42.34901,-71.07164,Private room,130,185
640395249761937314,"N. End Studio w/ Gym, W/D & DM, nr TD Garden",107434423,Blueground,East Cambridge,42.364773,-71.063143,Entire home/apt,223,263
640611888981091885,"Charming Private Room with Large Closet, Co-living",2356643,MyBostonTrip,Cambridgeport,42.35095542195242,-71.12092927,Private room,59,37
640983626911638332,Kendall Square 1BR nr MIT,107434423,Blueground,East Cambridge,42.36624,-71.084097,Entire home/apt,271,126
641232442101255061,"Coolidge Corner 2B/2B Apt with AC, roof deck&pool",462393596,Rui,Cambridgeport,42.3409681,-71.121908,Entire home/apt,450,52
641287314592013474,Unique Room in Brighton Apartment,297860058,June Team,West Cambridge,42.35486,-71.16066,Private room,82,347
641634798856574600,Visit Boston and Stay With Us,285344759,Bv,Area 2/MIT,42.34870396739355,-71.06859159,Entire home/apt,155,169
641635114263404601,Modern Room in Brighton Apartment,297860058,June Team,West Cambridge,42.35415309053304,-71.16003153,Private room,84,344
641644631734165556,Unfurnished Room in Wellington-Harrington (Cambrid,297860058,June Team,Wellington-Harrington,42.36769,-71.09098,Private room,66,107
641962500819403476,wonderful 2 bedroom apartment Boston Beacon Hill,380623623,Sofia,Area 2/MIT,42.35884,-71.06953,Entire home/apt,145,278
641974199506692966,wonderful one bedroom apartment boston,380623623,Sofia,Area 2/MIT,42.35864,-71.06899,Entire home/apt,145,278
642948081362358926,Cozy Renovated 2BR/1BA Top Floor Condo w/ Parking,306329570,Jon,West Cambridge,42.352,-71.14877,Entire home/apt,120,219
642978302217695889,143-22 Studio Awaits Your Next Stay!,244600805,Bay Village,Area 2/MIT,42.34948,-71.07022,Entire home/apt,152,118
643316003653072379,🤩 Near M.I.T | 🚆Public transport | Hong Kong theme,450042941,Joana,East Cambridge,42.37097,-71.0706,Entire home/apt,318,324
644319031625630307,Unfurnished Room in Central Square (Cambridge) Apa,297860058,June Team,Wellington-Harrington,42.369749680499254,-71.09303982,Private room,90,107
644321997303508693,Unfurnished Apartment in Somerville,297860058,June Team,Area 2/MIT,42.34992556146325,-71.06814194,Entire home/apt,83,216
644670109338778596,Lovely 4 bed room in boston beacon hill,373675137,Liya,East Cambridge,42.36003634,-71.06595196,Entire home/apt,277,264
644740159323355790,View like no other Modern APT/ Heart OF Cambridge,158837906,Hashouki,East Cambridge,42.36905,-71.07426,Entire home/apt,499,353
644973807099512033,Entire hotel unit for group with kitchen near T,162885740,Hong,North Cambridge,42.3933,-71.12622,Private room,250,166
645067492765632058,Charming 1-bedroom hotel near T and free parking#2,162885740,Hong,North Cambridge,42.3933,-71.12622,Private room,185,32
645110732217950767,Charming 1-bedroom Hotel near T and Free Parking#3,162885740,Hong,North Cambridge,42.3933,-71.12622,Private room,157,35
645196854985029133,Stay in the city,51354887,Jay,North Cambridge,42.393763528497175,-71.10535039,Private room,87,25
645201424010804579,Two bedroom apartment near T/Harvard/MIT,19246369,Joe,East Cambridge,42.38120592094338,-71.08470168,Entire home/apt,189,82
645528951341127494,TD Garden apartment apartment in historic west end,163848078,Adam,East Cambridge,42.36409,-71.0638,Entire home/apt,699,359
645742715233822302,Hotel Room for Long Term Stay near T Economy RoomB,162885740,Hong,North Cambridge,42.3933,-71.12622,Private room,170,90
645742814603841035,Hotel Room for Long Term Stay near T Economy RoomA,162885740,Hong,North Cambridge,42.3933,-71.12622,Private room,180,136
647800372286587019,Beautiful 2BR 2BA unit in Fenway heart.BU/Hospital,163848078,Adam,Area 2/MIT,42.34828,-71.0996,Entire home/apt,499,365
648482084671695845,Stunning panoramic View historic west End Boston,163848078,Adam,East Cambridge,42.3639,-71.06377,Entire home/apt,449,365
648770954830186168,"Beautiful Private room by Harvard, Long term stay!",34191455,Manoj,Mid-Cambridge,42.37399,-71.10626,Private room,95,308
649051957731389858,Modern Room in Mission Hill Apartment,297860058,June Team,Area 2/MIT,42.337711474813986,-71.08309678,Private room,84,365
649053362804943464,Quaint 2 Bedroom Stay in the Mist of Cambridge!,39343684,Christine E.,Riverside,42.3659983,-71.1136882,Entire home/apt,198,354
649054600745978443,Modern Room in Mission Hill Apartment,297860058,June Team,Area 2/MIT,42.33723,-71.08313,Private room,91,261
649103858053050545,Cozy Private room by Harvard ! Long Term Stay,34191455,Manoj,Mid-Cambridge,42.37375,-71.10618,Private room,116,22
649153675516551663,(T1) Brand New Cute & Cozy South End Studio,331225367,Stone,Area 2/MIT,42.34253,-71.07674,Entire home/apt,192,30
649227798792183262,Private Roofdeck | Fenway Kenmore | Keyless Entry,275849638,Steven,Area 2/MIT,42.34856,-71.10458,Entire home/apt,267,344
649510928367261955,Private room near Harvard /Long Term Stay,34191455,Manoj,Agassiz,42.38488,-71.10968,Private room,103,295
649676414124309805,"Harvard Sq 3BR w/ W/D, nr Harvard Sq",107434423,Blueground,West Cambridge,42.3800973,-71.1294011,Entire home/apt,294,273
650160975157780094,Unbeatable Location! downtown Boston! 2BR 2BA Wifi,163848078,Adam,East Cambridge,42.361563843212515,-71.05591906,Entire home/apt,575,365
650245250018199532,Private furnished room by Harvard / Long term Stay,34191455,Manoj,Mid-Cambridge,42.37392136021203,-71.10631084,Private room,115,126
650272052623095681,4 Private room by Harvard & MIT /Long Term Stay,34191455,Manoj,Mid-Cambridge,42.373446479108075,-71.10664633,Private room,275,11
650604010516795934,Lovely Private bedroom by Harvard / Long term Stay,34191455,Manoj,Mid-Cambridge,42.374273204206766,-71.10459194,Private room,115,52
650779319023665511,"Newly Renovated, 2B 2BA unit with elevator",31340713,Kama,Area 2/MIT,42.33563,-71.08578,Entire home/apt,250,78
650804708053927547,"Newly Renovated, 2Bed, 2Bath unit with elevator",266312920,STARS Of,Area 2/MIT,42.33776,-71.08578,Entire home/apt,230,78
