name,year,movie_rated,run_length,genres,release_date,rating,num_raters,num_reviews,Jimmy Approved
The Great Dictator,1940,Passed,2h 5min,Comedy; Drama; War; ,7 March 1941 (USA),8.4,195477,260,0
The Boy in the Striped Pajamas,2008,PG-13,1h 34min,Drama; War; ,26 November 2008 (USA),7.8,184484,482,1
The English Patient,1996,R,2h 42min,Drama; Romance; War; ,6 December 1996 (USA),7.4,174451,510,1
Paths of Glory,1957,Approved,1h 28min,Drama; War; ,25 December 1957 (USA),8.4,170708,424,1
The Thin Red Line,1998,R,2h 50min,Drama; War; ,15 January 1999 (USA),7.6,168244,1498,1
Legends of the Fall,1994,R,2h 13min,Drama; Romance; War; ,13 January 1995 (USA),7.6,143280,399,0
Incendies,2010,R,2h 11min,Drama; Mystery; War; ,12 January 2011 (France),8.3,140182,244,0
Dear John,2010,PG-13,1h 48min,Drama; Romance; War; ,5 February 2010 (USA),6.3,135449,228,1
The Men Who Stare at Goats,2009,R,1h 34min,Comedy; War; ,6 November 2009 (USA),6.2,125141,295,1
The Book Thief,2013,PG-13,2h 11min,Drama; War; ,27 November 2013 (USA),7.6,124617,286,1
13 Hours,2016,R,2h 24min,Action; Drama; War; ,15 January 2016 (USA),7.3,113586,358,1
Ran,1985,R,2h 42min,Action; Drama; War; ,1 June 1985 (Japan),8.2,107488,279,1
The Mountain II,2016,Null,2h 15min,Action; Drama; War; ,4 November 2016 (Turkey),8.9,103674,146,0
Born on the Fourth of July,1989,R,2h 25min,Biography; Drama; War; ,5 January 1990 (USA),7.2,95537,204,1
Patton,1970,GP,2h 52min,Biography; Drama; War; ,2 April 1970 (USA),7.9,91924,287,1
U-571,2000,PG-13,1h 56min,Action; War; ,21 April 2000 (USA),6.6,75183,631,1
G.I. Jane,1997,R,2h 5min,Action; Drama; War; ,22 August 1997 (USA),5.9,71669,150,1
Black Book,2006,R,2h 25min,Drama; Thriller; War; ,18 May 2007 (USA),7.7,71193,248,0
Beasts of No Nation,2015,Not Rated,2h 17min,Drama; War; ,16 October 2015 (USA),7.7,70819,169,1
The Water Diviner,2014,R,1h 51min,Drama; History; War; ,17 April 2015 (India),7.0,69915,223,0
Doctor Zhivago,1965,PG-13,3h 17min,Drama; Romance; War; ,31 December 1965 (USA),8.0,67798,295,0
Judgment at Nuremberg,1961,Approved,2h 59min,Drama; War; ,18 December 1961 (Sweden),8.2,66650,212,1
MASH,1970,R,1h 56min,Comedy; Drama; War; ,18 March 1970 (USA),7.5,66087,254,1
The Dirty Dozen,1967,Not Rated,2h 30min,Action; Adventure; War; ,22 October 1967 (UK),7.7,65283,190,0
Windtalkers,2002,R,2h 14min,Action; Drama; War; ,14 June 2002 (USA),6.1,64349,461,1
Stripes,1981,R,1h 46min,Comedy; War; ,26 June 1981 (USA),6.9,63335,165,1
All Quiet on the Western Front,1930,Not Rated,2h 32min,Drama; War; ,24 August 1930 (USA),8.0,55980,239,0
The Best Years of Our Lives,1946,Approved,2h 50min,Drama; Romance; War; ,29 May 1947 (Mexico),8.0,55935,285,0
Duck Soup,1933,Not Rated,1h 9min,Comedy; War; ,17 November 1933 (USA),7.8,54450,280,0
Underground,1995,Not Rated,2h 47min,Comedy; Drama; War; ,20 June 1997 (USA),8.1,53854,145,1
"Salò, or the 120 Days of Sodom",1975,Not Rated,1h 57min,Drama; Horror; War; ,19 May 1976 (France),5.9,52316,428,1
Come and See,1985,Not Rated,2h 22min,Drama; War; ,17 October 1985 (Hungary),8.3,52118,501,0
Macbeth,2015,R,1h 53min,Drama; History; War; ,11 December 2015 (USA),6.6,51644,219,0
The Battle of Algiers,1966,Not Rated,2h 1min,Drama; War; ,20 September 1967 (USA),8.1,50367,286,0
Where Eagles Dare,1968,M/PG,2h 38min,Action; Adventure; War; ,12 March 1969 (USA),7.7,50313,270,0
A Bridge Too Far,1977,PG,2h 55min,Drama; History; War; ,15 June 1977 (USA),7.4,50196,248,1
Stalag 17,1953,Not Rated,2h,Comedy; Drama; War; ,10 August 1953 (Brazil),8.0,50069,161,0
Hart's War,2002,R,2h 5min,Drama; War; ,15 February 2002 (USA),6.3,50062,202,1
The Wind that Shakes the Barley,2006,Not Rated,2h 7min,Drama; War; ,23 March 2007 (USA),7.5,45234,235,0
Kelly's Heroes,1970,GP,2h 24min,Adventure; Comedy; War; ,23 June 1970 (USA),7.6,44031,209,0
No Man's Land,2001,R,1h 38min,Comedy; Drama; War; ,19 September 2001 (France),7.9,43762,181,1
Rules of Engagement,2000,R,2h 8min,Drama; Thriller; War; ,7 April 2000 (USA),6.4,43553,281,1
Son of Saul,2015,R,1h 47min,Drama; War; ,11 June 2015 (Hungary),7.5,43370,147,1
The Man Who Would Be King,1975,PG,2h 9min,Adventure; History; War; ,19 December 1975 (UK),7.8,42865,189,1
From Here to Eternity,1953,Passed,1h 58min,Drama; Romance; War; ,28 August 1953 (USA),7.6,42026,180,0
Uri: The Surgical Strike,2019,Not Rated,2h 18min,Action; Drama; War; ,11 January 2019 (USA),8.3,39997,947,0
Mudbound,2017,R,2h 14min,Drama; War; ,17 November 2017 (USA),7.4,39943,139,0
Casualties of War,1989,R,1h 53min,Crime; Drama; War; ,18 August 1989 (USA),7.1,39934,135,1
War Machine,2017,TV-MA,2h 2min,Comedy; Drama; War; ,26 May 2017 (USA),6.0,39926,191,1
Heartbreak Ridge,1986,R,2h 10min,Drama; War; ,5 December 1986 (USA),6.9,38473,137,0
Tigerland,2000,R,1h 41min,Drama; War; ,24 May 2001 (Germany),7.0,37364,157,0
Tae Guk Gi: The Brotherhood of War,2004,R,2h 20min,Action; Drama; War; ,24 September 2004 (USA),8.1,37166,241,1
Love and Death,1975,PG,1h 25min,Comedy; War; ,18 July 1975 (Canada),7.7,34959,118,1
Zulu,1964,Not Rated,2h 18min,Drama; History; War; ,17 June 1964 (USA),7.7,34911,263,1
The Last Legion,2007,PG-13,1h 41min,Action; Adventure; War; ,17 August 2007 (USA),5.4,33704,180,1
In the Land of Blood and Honey,2011,R,2h 7min,Drama; Romance; War; ,16 February 2012 (Netherlands),4.5,33167,153,1
La Grande Illusion,1937,Not Rated,1h 53min,Drama; War; ,12 September 1938 (USA),8.1,32997,136,0
Kagemusha,1980,PG,2h 42min,Drama; History; War; ,10 October 1980 (USA),8.0,30892,104,0
The Guernsey Literary and Potato Peel Pie Society,2018,TV-14,2h 4min,Drama; Romance; War; ,10 August 2018 (USA),7.4,30652,258,1
1941,1979,PG,1h 58min,Action; Comedy; War; ,14 December 1979 (USA),5.8,30625,252,0
Coriolanus,2011,R,2h 3min,Drama; Thriller; War; ,20 January 2012 (India),6.1,30543,131,0
Au Revoir les Enfants,1987,PG,1h 44min,Drama; War; ,12 February 1988 (USA),8.0,30195,105,1
Stalingrad,1993,Not Rated,2h 14min,Drama; War; ,21 January 1993 (Germany),7.5,29900,163,1
Duck You Sucker,1971,PG,2h 18min,Drama; War; Western; ,7 July 1972 (USA),7.6,28849,148,0
Victory,1981,PG,1h 56min,Drama; Sport; War; ,31 July 1981 (USA),6.7,26806,108,0
To Be or Not to Be,1942,Passed,1h 39min,Comedy; War; ,6 March 1942 (USA),8.2,26579,138,0
Lifeboat,1944,Not Rated,1h 37min,Drama; War; ,28 January 1944 (USA),7.6,25656,151,1
Gettysburg,1993,PG,4h 31min,Drama; History; War; ,8 October 1993 (USA),7.6,25505,287,0
Cross of Iron,1977,R,1h 59min,Drama; War; ,20 May 1977 (USA),7.5,24560,177,1
The Caine Mutiny,1954,Not Rated,2h 4min,Drama; War; ,24 June 1954 (USA),7.7,23779,180,1
The Ottoman Lieutenant,2017,R,1h 46min,Drama; War; ,10 March 2017 (USA),6.6,23718,121,1
Da 5 Bloods,2020,R,2h 34min,Adventure; Drama; War; ,12 June 2020 (USA),6.6,23105,586,1
Bloody Sunday,2002,R,1h 47min,Drama; History; War; ,19 April 2002 (Portugal),7.6,22908,131,0
Saboteur,1942,Passed,1h 49min,Thriller; War; ,24 April 1942 (USA),7.2,22497,157,1
The Birth of a Nation,1915,TV-PG,3h 15min,Drama; History; War; ,21 March 1915 (USA),6.3,21976,366,1
Little Boy,2015,PG-13,1h 46min,Drama; History; War; ,24 April 2015 (USA),7.4,21808,139,1
Last Flag Flying,2017,R,2h 5min,Comedy; Drama; War; ,3 November 2017 (USA),6.9,21540,128,1
Catch-22,1970,R,2h 2min,Comedy; Drama; War; ,24 June 1970 (USA),7.1,21424,145,1
The Great Raid,2005,R,2h 12min,Action; Drama; War; ,12 August 2005 (USA),6.7,20965,194,1
Saints and Soldiers,2003,PG-13,1h 30min,Action; Drama; War; ,25 March 2005 (USA),6.7,19730,163,1
Stop-Loss,2008,R,1h 52min,Drama; War; ,28 March 2008 (USA),6.4,19456,102,1
The Alamo,2004,PG-13,2h 17min,Drama; History; War; ,9 April 2004 (USA),6.0,19290,306,1
