Track Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,
Bad Bad News,"Al Calderon,Malik Hammond,Joey La Varco,Eamon Foley",9/30/08,262586,24,,
Hey Kendra,"Al Calderon,Malik Hammond,Eric Nelsen,Elizabeth Gillies,Delaney Moro",9/30/08,189480,24,,
All I Do is Watch TV,Al Olender,5/13/22,193733,18,,
On the Border,Al Stewart,2/3/97,198600,38,"art rock,folk rock,mellow gold,progressive rock,singer-songwriter,soft rock,symphonic rock",
Hold On,Alabama Shakes,4/9/12,226186,60,"alabama indie,modern blues rock,rock",
Oh Mighty Zeus,"Alan Menken,Disney",1/1/97,45973,44,"broadway,movie tunes,orchestral soundtrack",
Is There Nightlife After Death?,"Alan Palomo,Neon Indian",9/15/23,194876,38,"chillwave,denton tx indie,hypnagogic pop,indietronica,neo-synthpop",
I'm Forrest... Forrest Gump,Alan Silvestri,8/2/94,159666,62,"orchestral soundtrack,soundtrack",
Spirit of the Season,Alan Silvestri,11/2/04,152840,51,"orchestral soundtrack,soundtrack",
Faded,Alan Walker,12/4/15,212626,73,electro house,
Hand in My Pocket - 2015 Remaster,Alanis Morissette,1995,222013,71,"canadian pop,canadian singer-songwriter,lilith,neo mellow,pop rock,singer-songwriter",
Notes,Alaskan Tapes,2017,127073,58,pastoral,
Untitled #2,Alaskan Tapes,2017,367760,34,pastoral,
Death Of A Hero,Alec Benjamin,11/16/18,191560,56,"alt z,pop,pov: indie",
Gotta Be A Reason,Alec Benjamin,11/16/18,210353,58,"alt z,pop,pov: indie",
If We Have Each Other,Alec Benjamin,11/16/18,181522,79,"alt z,pop,pov: indie",
Let Me Down Slowly,Alec Benjamin,11/16/18,169353,87,"alt z,pop,pov: indie",
Paper Crown,Alec Benjamin,12/2/22,192407,61,"alt z,pop,pov: indie",
Boy In The Bubble,Alec Benjamin,11/16/18,181705,70,"alt z,pop,pov: indie",
Water Fountain,Alec Benjamin,11/16/18,218893,77,"alt z,pop,pov: indie",
Ether & Wood,Alela Diane,2/9/18,263893,43,"indie folk,new weird america",
What Dreams May Come,Alessandro Moschini,9/28/19,174024,23,,
Box In The Ocean,Alessia Cara,9/24/21,196696,40,"canadian contemporary r&b,canadian pop,pop",
Here,Alessia Cara,3/11/16,199453,67,"canadian contemporary r&b,canadian pop,pop",
How Far I'll Go - From Moana,Alessia Cara,10/28/16,175517,66,"canadian contemporary r&b,canadian pop,pop",
Seventeen,Alessia Cara,3/11/16,212933,42,"canadian contemporary r&b,canadian pop,pop",
Stone,"Alessia Cara,Sebastian Kole",3/11/16,228000,48,"canadian contemporary r&b,canadian pop,pop",
Wild Things,Alessia Cara,3/11/16,188493,55,"canadian contemporary r&b,canadian pop,pop",
Heroes (we could be),"Alesso,Tove Lo",5/26/15,210013,74,"dance pop,edm,pop,pop dance,progressive electro house,metropopolis,swedish electropop,swedish pop,swedish synthpop",
Scarecrow,Alex & Sierra,10/6/14,206466,42,"pop,post-teen pop",
Holiday Party (I Did a Little Cocaine Tonight),"Alex Brightman,Renée Elise Goldsberry,The Cast of Co-Op",7/19/19,170378,22,"broadway,show tunes",
Country Figs,Alex Cameron,9/8/17,251480,35,australian alternative rock,
Adam,Alex G,11/5/12,108026,47,"philly indie,pov: indie",
Ain't It Easy,Alex G,9/23/22,174972,54,"philly indie,pov: indie",
Boy,Alex G,11/9/14,191380,37,"philly indie,pov: indie",
Change,Alex G,11/5/12,124333,62,"philly indie,pov: indie",
Forever,Alex G,11/5/12,149640,61,"philly indie,pov: indie",
Forgive,Alex G,9/23/22,266994,42,"philly indie,pov: indie",
Hope,Alex G,9/13/19,156614,59,"philly indie,pov: indie",
People,Alex G,11/5/12,93706,47,"philly indie,pov: indie",
Sarah,Alex G,11/5/12,176146,73,"philly indie,pov: indie",
Air Mail,Alex Lahey,8/19/15,170075,16,"australian indie,melbourne indie",
Am I Doing It Right?,Alex Lahey,5/17/19,247773,17,"australian indie,melbourne indie",
Awkward Exchange,Alex Lahey,10/6/17,231636,15,"australian indie,melbourne indie",
Backpack,Alex Lahey,10/6/17,239391,16,"australian indie,melbourne indie",
Black RMs,Alex Lahey,5/17/19,274360,10,"australian indie,melbourne indie",
Don’t Be So Hard On Yourself,Alex Lahey,5/17/19,258066,23,"australian indie,melbourne indie",
Every Day's the Weekend,Alex Lahey,10/6/17,190674,37,"australian indie,melbourne indie",
I Don't Get Invited To Parties Anymore,Alex Lahey,5/17/19,248346,16,"australian indie,melbourne indie",
I Haven't Been Taking Care of Myself,Alex Lahey,10/6/17,226649,28,"australian indie,melbourne indie",
I Love You Like a Brother,Alex Lahey,10/6/17,170704,26,"australian indie,melbourne indie",
I Need To Move On,Alex Lahey,5/17/19,253040,11,"australian indie,melbourne indie",
I Want To Live With You,Alex Lahey,5/17/19,273466,13,"australian indie,melbourne indie",
I Want You,MR TOUT LE MONDE,4/9/21,189227,52,new french touch,
Interior Demeanour,Alex Lahey,5/17/19,228813,13,"australian indie,melbourne indie",
Isabella,Alex Lahey,5/17/19,217586,12,"australian indie,melbourne indie",
Ivy League,Alex Lahey,7/29/16,148943,15,"australian indie,melbourne indie",
L-L-L-Leave Me Alone,Alex Lahey,7/29/16,205363,13,"australian indie,melbourne indie",
Let's Call It a Day,Alex Lahey,10/6/17,259918,13,"australian indie,melbourne indie",
Let's Go Out,Alex Lahey,7/29/16,190716,20,"australian indie,melbourne indie",
Let's Go Out - Bedroom Version,Alex Lahey,5/29/20,222261,5,"australian indie,melbourne indie",
Lotto in Reverse,Alex Lahey,10/6/17,240043,19,"australian indie,melbourne indie",
Merry Christmas (I Don't Want To Fight Tonight),Alex Lahey,11/24/20,129749,19,"australian indie,melbourne indie",
Misery Guts,Alex Lahey,5/17/19,153400,37,"australian indie,melbourne indie",
Perth Traumatic Stress Disorder,Alex Lahey,10/6/17,135644,25,"australian indie,melbourne indie",
There's No Money - Solo Version,Alex Lahey,11/16/17,238385,12,"australian indie,melbourne indie",
There's No Money - Solo Version,Alex Lahey,11/16/17,238385,12,"australian indie,melbourne indie",
Unspoken History,Alex Lahey,5/17/19,270586,14,"australian indie,melbourne indie",
Welcome to the Black Parade - triple j Like A Version,Alex Lahey,9/27/19,322000,38,"australian indie,melbourne indie",
Wes Anderson,Alex Lahey,7/29/16,250356,42,"australian indie,melbourne indie",
You Don't Think You Like People Like Me,Alex Lahey,7/29/16,227529,27,"australian indie,melbourne indie",
alone,Alex Sanders,6/23/23,120370,12,,
Bicycle,Alex Siegel,11/16/22,167003,12,bedroom pop,
Fairweather Friends,Alex Siegel,9/14/22,190714,0,bedroom pop,
You're Never Alone,Alex Siegel,6/14/23,210687,12,bedroom pop,
It's hard to get around the wind,Alex Turner,3/14/11,247013,55,sheffield indie,
Already Home,Alex the Astronaut,11/11/16,211586,0,australian indie,
Happy Song,Alex the Astronaut,8/21/20,248289,20,australian indie,
I Like to Dance,Alex the Astronaut,8/21/20,208915,16,australian indie,
Not Worth Hiding,Alex the Astronaut,10/6/17,166906,23,australian indie,
Waste of Time,Alex the Astronaut,7/18/18,209837,0,australian indie,
All Come to Meet Her,Alexander 'Skip' Spence,1969,121093,30,"british folk,cosmic american,outsider",
Dirty AF1s,Alexander 23,10/25/19,137000,50,"alt z,singer-songwriter pop",
Nothing's the Same,"Alexander 23,Jeremy Zucker",2/19/21,175135,52,"alt z,singer-songwriter pop,electropop,pop",
Abc,Alexander Fairchild,10/29/13,271000,24,indiecoustica,
Off Guard,Alexander Lewis,6/1/18,222544,0,"bass trap,vapor twitch",
heart of thames,Alexander Nate,12/22/21,172363,41,,
rain down on me,Alexander Nate,12/22/21,163720,43,,
save this dance for me - stripped,Alexander Nate,12/22/21,169757,52,,
All My Days,Alexi Murdoch,8/4/09,297306,60,"acoustic pop,british singer-songwriter,indie folk,stomp and holler",
I Can Feel,Alexandria Montanez,4/5/23,314266,31,,
Some Kind of Cadwallader,Algernon Cadwallader,5/24/08,145186,0,"alternative emo,midwest emo,philly indie",
Springing Leaks,Algernon Cadwallader,5/21/11,351933,0,"alternative emo,midwest emo,philly indie",
Backseat,Ali Barter,10/18/19,193522,20,australian indie,
She,Alice Phoebe Lou,2/23/18,235515,48,south african alternative,
Shelter,Alice Phoebe Lou,7/7/23,197779,48,south african alternative,
Maybe (Next to Normal),"Alice Ripley,Jennifer Damiano",5/5/09,240920,31,"broadway,show tunes",
J'veux sortir avec un rappeur,Alice et Moi,6/27/19,210360,39,"french indie pop,french indietronica,nouvelle chanson francaise",
I Let My Plant Die,Alicia Clara,9/27/22,242854,17,,
Fallin',Alicia Keys,6/5/01,210200,77,"neo soul,pop,r&b",
If I Ain't Got You,Alicia Keys,12/2/03,228706,83,"neo soul,pop,r&b",
No One,Alicia Keys,11/9/07,253813,75,"neo soul,pop,r&b",
Somewhere Without Me,Alien Boy,8/31/18,298755,0,"5th wave emo,dreamo,portland indie",
Buzzin,Alina Baraz,9/29/17,183287,46,etherpop,
After Hours,Alive In Standby,7/29/14,174983,28,post-post-hardcore,
Basement,All Dogs,11/1/13,144702,19,"bubblegrunge,columbus ohio indie,indie punk",
Leading Me Back to You,All Dogs,8/1/15,231914,0,"bubblegrunge,columbus ohio indie,indie punk",
Get My Cut,All Get Out,10/28/16,233625,22,"alternative emo,dreamo,progressive post-hardcore",
God Damn,All Get Out,11/2/18,197724,16,"alternative emo,dreamo,progressive post-hardcore",
Candle,All Our Exes Live in Texas,3/3/17,194600,21,australian americana,
Shame,All The Colours,3/7/14,186497,15,,
A Daydream Away,All Time Low,1/1/11,251866,34,"modern rock,neon pop punk,pop emo,pop punk",
A Love Like War (feat. Vic Fuentes),"All Time Low,Vic Fuentes",9/30/13,213740,60,"modern rock,neon pop punk,pop emo,pop punk",
A Party Song (The Walk of Shame),All Time Low,11/8/19,175322,29,"modern rock,neon pop punk,pop emo,pop punk",
Backseat Serenade,All Time Low,10/9/12,201075,58,"modern rock,neon pop punk,pop emo,pop punk",
Backseat Serenade (Acoustic),All Time Low,9/30/13,194810,40,"modern rock,neon pop punk,pop emo,pop punk",
Bad Enough For You,All Time Low,6/6/11,194293,35,"modern rock,neon pop punk,pop emo,pop punk",
Bail Me Out (feat. Joel Madden),"All Time Low,Joel Madden",4/7/15,212951,37,"modern rock,neon pop punk,pop emo,pop punk",
Break Your Little Heart,All Time Low,7/7/09,171706,58,"modern rock,neon pop punk,pop emo,pop punk",
Canals,All Time Low,9/30/13,202088,38,"modern rock,neon pop punk,pop emo,pop punk",
Cinderblock Garden,All Time Low,4/7/15,215795,42,"modern rock,neon pop punk,pop emo,pop punk",
Coffee Shop Soundtrack,All Time Low,7/25/06,181026,50,"modern rock,neon pop punk,pop emo,pop punk",
Coffee Shop Soundtrack (Acoustic Remix),All Time Low,5/20/08,235720,28,"modern rock,neon pop punk,pop emo,pop punk",
"Come One, Come All",All Time Low,9/25/07,212560,39,"modern rock,neon pop punk,pop emo,pop punk",
Damned If I Do Ya (Damned If I Don't),All Time Low,7/7/09,187000,57,"modern rock,neon pop punk,pop emo,pop punk",
Dancing With A Wolf,All Time Low,4/7/15,219973,43,"modern rock,neon pop punk,pop emo,pop punk",
"Dear Maria, Count Me In",All Time Low,9/25/07,182826,79,"modern rock,neon pop punk,pop emo,pop punk",
"Dear Maria, Count Me In (Connect Sets Acoustic)",All Time Low,7/29/08,208040,34,"modern rock,neon pop punk,pop emo,pop punk",
Do You Want Me (Dead?),All Time Low,1/1/11,164946,32,"modern rock,neon pop punk,pop emo,pop punk",
Don't You Go,All Time Low,4/7/15,185735,42,"modern rock,neon pop punk,pop emo,pop punk",
For Baltimore,All Time Low,10/9/12,188992,42,"modern rock,neon pop punk,pop emo,pop punk",
Forget About It,All Time Low,1/1/11,169226,27,"modern rock,neon pop punk,pop emo,pop punk",
Tell Me I’m Alive,All Time Low,3/17/23,155562,54,"modern rock,neon pop punk,pop emo,pop punk",
Guts,All Time Low,1/1/11,197053,32,"modern rock,neon pop punk,pop emo,pop punk",
"Hello, Brooklyn",All Time Low,7/7/09,209813,42,"modern rock,neon pop punk,pop emo,pop punk",
Holly (Would You Turn Me On?),All Time Low,9/25/07,231973,41,"modern rock,neon pop punk,pop emo,pop punk",
I Feel Like Dancin',All Time Low,1/1/11,180600,38,"modern rock,neon pop punk,pop emo,pop punk",
If These Sheets Were States,All Time Low,10/9/12,199405,48,"modern rock,neon pop punk,pop emo,pop punk",
Jasey Rae,All Time Low,7/25/06,218293,42,"modern rock,neon pop punk,pop emo,pop punk",
Just The Way I'm Not,All Time Low,1/1/11,196773,27,"modern rock,neon pop punk,pop emo,pop punk",
"Keep The Change, You Filthy Animal",All Time Low,7/7/09,200133,39,"modern rock,neon pop punk,pop emo,pop punk",
Kicking & Screaming,All Time Low,4/7/15,206084,38,"modern rock,neon pop punk,pop emo,pop punk",
Kids In The Dark,All Time Low,4/7/15,216689,60,"modern rock,neon pop punk,pop emo,pop punk",
Last Young Renegade,All Time Low,6/2/17,214093,50,"modern rock,neon pop punk,pop emo,pop punk",
Let It Roll,All Time Low,9/25/07,180440,42,"modern rock,neon pop punk,pop emo,pop punk",
Let It Roll (Connect Sets Acoustic),All Time Low,7/29/08,205853,26,"modern rock,neon pop punk,pop emo,pop punk",
Lost In Stereo,All Time Low,7/7/09,227466,56,"modern rock,neon pop punk,pop emo,pop punk",
Lullabies,All Time Low,7/25/06,242973,35,"modern rock,neon pop punk,pop emo,pop punk",
Me Without You (All I Ever Wanted),All Time Low,9/30/13,213097,37,"modern rock,neon pop punk,pop emo,pop punk",
Missing You,All Time Low,4/7/15,244823,55,"modern rock,neon pop punk,pop emo,pop punk",
My Only One,All Time Low,6/6/11,262013,30,"modern rock,neon pop punk,pop emo,pop punk",
No Idea,All Time Low,1/1/11,263253,26,"modern rock,neon pop punk,pop emo,pop punk",
"Oh, Calamity!",All Time Low,9/30/13,226328,46,"modern rock,neon pop punk,pop emo,pop punk",
Old Scars / Future Hearts,All Time Low,4/7/15,206839,50,"modern rock,neon pop punk,pop emo,pop punk",
Paint You Wings,All Time Low,10/9/12,220037,39,"modern rock,neon pop punk,pop emo,pop punk",
Poison,All Time Low,7/7/09,197740,36,"modern rock,neon pop punk,pop emo,pop punk",
Poppin' Champagne,All Time Low,9/25/07,199986,49,"modern rock,neon pop punk,pop emo,pop punk",
Poppin' Champagne,All Time Low,9/25/07,199986,49,"modern rock,neon pop punk,pop emo,pop punk",
Remembering Sunday,All Time Low,9/25/07,256733,61,"modern rock,neon pop punk,pop emo,pop punk",
Return The Favor,All Time Low,1/1/11,220160,27,"modern rock,neon pop punk,pop emo,pop punk",
Running From Lions,All Time Low,7/25/06,180693,34,"modern rock,neon pop punk,pop emo,pop punk",
Satellite,All Time Low,4/7/15,144648,38,"modern rock,neon pop punk,pop emo,pop punk",
Shameless,All Time Low,9/25/07,221733,44,"modern rock,neon pop punk,pop emo,pop punk",
Sick Little Games,All Time Low,7/7/09,216013,42,"modern rock,neon pop punk,pop emo,pop punk",
Six Feet Under The Stars,All Time Low,9/25/07,216546,53,"modern rock,neon pop punk,pop emo,pop punk",
Six Feet Under The Stars,All Time Low,9/25/07,216546,53,"modern rock,neon pop punk,pop emo,pop punk",
So Long Soldier (feat. Anthony Raneri),"All Time Low,Anthony Raneri",9/30/13,169015,30,"modern rock,neon pop punk,pop emo,pop punk",
Something's Gotta Give,All Time Low,4/7/15,189418,58,"modern rock,neon pop punk,pop emo,pop punk",
Somewhere in Neverland,All Time Low,10/9/12,225292,53,"modern rock,neon pop punk,pop emo,pop punk",
Somewhere in Neverland,All Time Low,10/9/12,225292,53,"modern rock,neon pop punk,pop emo,pop punk",
Stay Awake (Dreams Only Last For A Night),All Time Low,9/25/07,214346,40,"modern rock,neon pop punk,pop emo,pop punk",
Stay Awake (Dreams Only Last For A Night) (Acoustic),All Time Low,7/29/08,216490,29,"modern rock,neon pop punk,pop emo,pop punk",
Stella,All Time Low,7/7/09,204306,50,"modern rock,neon pop punk,pop emo,pop punk",
Thanks to You,All Time Low,10/9/12,214767,36,"modern rock,neon pop punk,pop emo,pop punk",
That Girl,All Time Low,1/1/11,191960,31,"modern rock,neon pop punk,pop emo,pop punk",
The Edge Of Tonight,All Time Low,4/7/15,231296,39,"modern rock,neon pop punk,pop emo,pop punk",
The Girl's a Straight-Up Hustler,All Time Low,7/25/06,218200,38,"modern rock,neon pop punk,pop emo,pop punk",
Reckless,Healy,2017,237157,57,memphis hip hop,
The Reckless And The Brave,All Time Low,10/9/12,199491,45,"modern rock,neon pop punk,pop emo,pop punk",
Therapy,All Time Low,7/7/09,224200,59,"modern rock,neon pop punk,pop emo,pop punk",
This Is How We Do,All Time Low,9/25/07,149613,40,"modern rock,neon pop punk,pop emo,pop punk",
Tidal Waves (feat. Mark Hoppus),"All Time Low,Mark Hoppus",4/7/15,249610,39,"modern rock,neon pop punk,pop emo,pop punk",
Time-Bomb,All Time Low,1/1/11,209933,46,"modern rock,neon pop punk,pop emo,pop punk",
Too Much,All Time Low,5/25/10,439706,22,"modern rock,neon pop punk,pop emo,pop punk",
Under A Paper Moon,All Time Low,1/1/11,181120,29,"modern rock,neon pop punk,pop emo,pop punk",
Vegas,All Time Low,9/25/07,169680,43,"modern rock,neon pop punk,pop emo,pop punk",
Walls,All Time Low,7/7/09,191173,38,"modern rock,neon pop punk,pop emo,pop punk",
Weightless,All Time Low,7/7/09,198000,66,"modern rock,neon pop punk,pop emo,pop punk",
Kitchen Floor,All the Rest,8/17/17,231653,27,hopebeat,
Catamaran,Allah-Las,10/28/12,212986,56,"indie surf,neo-psychedelic,noise pop",
Fish on the Sand,Allah-Las,9/27/17,218019,33,"indie surf,neo-psychedelic,noise pop",
In the Air,Allah-Las,7/23/19,133331,12,"indie surf,neo-psychedelic,noise pop",
Raspberry Jam,Allah-Las,4/24/19,228306,47,"indie surf,neo-psychedelic,noise pop",
Baby Spiders (feat. Mallrat),"Allday,Mallrat",9/15/17,271773,22,"australian hip hop,australian trap,aussietronica,australian indie,brisbane indie",
Ultramarine (feat. Mallrat),"Allday,Mallrat",9/15/17,232693,16,"australian hip hop,australian trap,aussietronica,australian indie,brisbane indie",
Impasse,Allegra Krieger,10/11/23,142000,28,,
Consider Me,Allen Stone,11/8/19,184952,54,retro soul,
Freedom,Allen Stone,3/25/16,231191,20,retro soul,
The Lamest Place in the World,Allie Trimm,9/30/08,182013,30,,
What It Means to Be a Friend,Allie Trimm,9/30/08,197786,31,,
Hello,Allie X,12/4/15,228299,41,"alt z,canadian electropop,canadian pop,dark pop,electropop,metropopolis",
Paper Love - Billboard Remix,"Allie X,Billboard",8/25/17,197647,0,"alt z,canadian electropop,canadian pop,dark pop,electropop,metropopolis",
Regulars,Allie X,2/21/20,221783,38,"alt z,canadian electropop,canadian pop,dark pop,electropop,metropopolis",
Rings a Bell,Allie X,2/21/20,256506,36,"alt z,canadian electropop,canadian pop,dark pop,electropop,metropopolis",
Call Your Girlfriend,John-Allison Weiss,7/22/14,230632,19,,
I Was an Island,John-Allison Weiss,4/16/13,167026,44,,
A Different Side Of Me,Allstar Weekend,1/1/10,189426,32,"neon pop punk,post-teen pop",
Things That Go Bump In The Night,allSTARS,1/1/02,204133,54,,
Wrong,Ally Hills,6/23/17,223706,34,,
Phases,"ALMA,French Montana",9/21/17,203891,42,"hip hop,pop rap,rap,southern hip hop,trap",
Desert Something,Aloa Input,5/14/21,299345,0,munich indie,
Side A,Alohaha,12/18/15,928228,29,,
spare bedroom,alpha gal,3/31/23,169674,19,,
Forever Young,Alphaville,9/27/84,226706,74,"new romantic,new wave pop,synthpop",
Hands - Intro,Alpine,8/10/12,196186,31,"australian indie,shimmer pop",
Figured Out,ALTA,11/22/19,246008,25,aussietronica,
Iko Iko - From Alvin And The Chipmunks: The Road Chip Soundtrack,Alvin & The Chipmunks,12/11/15,120200,48,children's music,
Adult Diversion,Alvvays,7/22/14,207640,59,"art pop,chamber pop,dream pop,dreamo,indie pop,indie rock,noise pop,shoegaze,toronto indie",
"Archie, Marry Me",Alvvays,7/22/14,196560,66,"art pop,chamber pop,dream pop,dreamo,indie pop,indie rock,noise pop,shoegaze,toronto indie",
Belinda Says,Alvvays,10/7/22,165445,52,"art pop,chamber pop,dream pop,dreamo,indie pop,indie rock,noise pop,shoegaze,toronto indie",
Dreams Tonite,Alvvays,9/8/17,196026,64,"art pop,chamber pop,dream pop,dreamo,indie pop,indie rock,noise pop,shoegaze,toronto indie",
