Gender,Age,Country,100 Grand Bar,Any full-sized candy bar,Bottle Caps,Box'o'Raisins,Butterfinger,Candy Corn,Dots,Glow sticks,Gummy Bears,Heath Bar,Hershey's Dark Chocolate,Hershey’s Milk Chocolate,Jolly Ranchers,Junior Mints,Kit Kat,LaffyTaffy,LemonHeads,Mike and Ike,Milky Way,Regular M&Ms,Peanut M&M’s,Nerds,Pencils,Reese’s Peanut Butter Cups,Rolos,Skittles,Snickers,Sourpatch Kids ,Starburst,Swedish Fish,Three Musketeers,
Male,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,37,United States,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,MEH,JOY,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,
Other,30,USA,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,DESPAIR,JOY,JOY,
Male,27,Usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,33,USA,JOY,JOY,MEH,DESPAIR,,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,MEH,MEH,,JOY,DESPAIR,JOY,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,
I'd rather not say,18,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,42,Usa,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,
I'd rather not say,,,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,,,,JOY,JOY,JOY,JOY,JOY,,JOY,JOY,,,,JOY,,JOY,,
Male,46,Usa,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Female,37,usa,JOY,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,
Male,34,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,55,usa,JOY,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,
Female,30,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,40,United States,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,MEH,JOY,JOY,JOY,JOY,
Male,20,Canada,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,
Male,36,USA,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,MEH,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,
Male,58,usa,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,MEH,JOY,MEH,MEH,JOY,DESPAIR,MEH,MEH,MEH,
Female,52,Usa,JOY,JOY,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,
Female,54,Usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,39,United states,MEH,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,JOY,MEH,MEH,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,
Male,32,United States of America,MEH,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,MEH,MEH,DESPAIR,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,MEH,MEH,MEH,DESPAIR,
Female,,US,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,
Male,46,USA,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,
Male,46,Usa,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,
Female,27,USA ,MEH,JOY,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,
Female,40,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,53,USA,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,JOY,
Male,34,United States,MEH,JOY,,DESPAIR,JOY,DESPAIR,MEH,MEH,,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,,MEH,JOY,MEH,MEH,DESPAIR,MEH,
Male,55,USA ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,39,US,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,
Male,21,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,47,United States,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,
Male,20,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'd rather not say,44,usa,MEH,MEH,MEH,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,MEH,DESPAIR,
Female,40,USA,MEH,JOY,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,MEH,MEH,JOY,JOY,MEH,MEH,MEH,MEH,MEH,
Male,37,Canada,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,
Female,34,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,28,United States,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,
Male,27,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,77,US of A,,JOY,,,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,,DESPAIR,MEH,JOY,MEH,JOY,,MEH,,MEH,
Male,39,USA,MEH,JOY,MEH,MEH,JOY,DESPAIR,JOY,MEH,JOY,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,
Male,53,US,JOY,JOY,MEH,DESPAIR,DESPAIR,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,
Female,47,Canada,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,
Male,41,United States,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,,
Male,66,USA,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,MEH,,,JOY,JOY,JOY,,MEH,MEH,MEH,JOY,JOY,,JOY,MEH,JOY,
Female,33,us,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,37,USA,JOY,JOY,MEH,DESPAIR,JOY,JOY,DESPAIR,MEH,MEH,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,MEH,MEH,MEH,
Male,33,USA,JOY,JOY,MEH,DESPAIR,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,MEH,MEH,JOY,MEH,
Female,38,United States,MEH,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,
Male,64,Usa,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,MEH,JOY,MEH,MEH,MEH,MEH,MEH,MEH,
Female,56,USA,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,
Male,56,USA,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,MEH,JOY,MEH,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,MEH,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,JOY,
Male,32,USA,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,
Female,32,Usa,MEH,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,MEH,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,JOY,JOY,
Male,OLD,US,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,
Female,62,US,JOY,JOY,,MEH,JOY,JOY,DESPAIR,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,MEH,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,
Male,46,USA,MEH,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,MEH,JOY,JOY,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,MEH,JOY,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,
Female,27,Canada,,JOY,,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,,JOY,JOY,JOY,,JOY,MEH,MEH,,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Female,50,canada,DESPAIR,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,42,United States,MEH,JOY,DESPAIR,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,MEH,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,JOY,
Female,25,USA,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,MEH,JOY,,JOY,JOY,MEH,MEH,MEH,JOY,JOY,MEH,
Male,43,u.s.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,34,USA,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,JOY,MEH,JOY,MEH,DESPAIR,JOY,JOY,,JOY,DESPAIR,MEH,JOY,,
Male,48,Usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,42,USA,MEH,JOY,,DESPAIR,MEH,MEH,,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,MEH,MEH,
Male,26,United States of America,JOY,JOY,DESPAIR,MEH,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,JOY,JOY,JOY,
Male,50,US,MEH,MEH,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,MEH,DESPAIR,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,
Male,34,United States,MEH,JOY,MEH,DESPAIR,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,,JOY,MEH,JOY,
Female,11,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,56,United States of America ,MEH,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,MEH,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,
Female,31,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,52,USA,JOY,JOY,MEH,MEH,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,JOY,JOY,
Male,54,united states,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,MEH,JOY,,JOY,
Male,45,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,48,Taiwan,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,JOY,JOY,
Male,42,USA,JOY,JOY,DESPAIR,DESPAIR,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,JOY,MEH,,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,MEH,JOY,JOY,JOY,JOY,JOY,MEH,JOY,
Male,29,United States,JOY,JOY,MEH,MEH,MEH,DESPAIR,JOY,DESPAIR,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,16,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,45,canada,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,JOY,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,
I'd rather not say,,,JOY,MEH,,,JOY,DESPAIR,,JOY,,JOY,MEH,DESPAIR,JOY,,JOY,DESPAIR,DESPAIR,DESPAIR,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,MEH,MEH,MEH,DESPAIR,DESPAIR,DESPAIR,DESPAIR,
Male,50,Canada,,DESPAIR,DESPAIR,DESPAIR,JOY,DESPAIR,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,40,United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,68,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,42,United states,JOY,JOY,MEH,DESPAIR,MEH,MEH,DESPAIR,MEH,MEH,JOY,JOY,MEH,MEH,MEH,JOY,DESPAIR,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,JOY,MEH,MEH,JOY,
Male,50,usa,JOY,JOY,MEH,DESPAIR,MEH,DESPAIR,MEH,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,
Male,36,USA,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,
,49,Canada,,JOY,MEH,DESPAIR,JOY,DESPAIR,,MEH,MEH,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,,JOY,JOY,MEH,
Male,59,China,MEH,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,,JOY,MEH,MEH,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,MEH,MEH,DESPAIR,DESPAIR,
Male,42,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,27,United States of America,MEH,JOY,MEH,MEH,JOY,MEH,JOY,MEH,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,DESPAIR,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,
I'd rather not say,49,U.S.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,43,United States,JOY,JOY,MEH,JOY,JOY,MEH,MEH,JOY,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,MEH,JOY,
Male,33,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,32,Ireland ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,34,usa,DESPAIR,JOY,MEH,DESPAIR,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,MEH,JOY,JOY,MEH,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,JOY,DESPAIR,
Female,41,United States,JOY,JOY,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,MEH,MEH,JOY,DESPAIR,MEH,DESPAIR,JOY,
Male,46,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,50,United States,JOY,JOY,MEH,MEH,JOY,DESPAIR,MEH,JOY,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,DESPAIR,DESPAIR,MEH,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,
Female,53,united states,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,MEH,MEH,,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,JOY,JOY,JOY,DESPAIR,JOY,DESPAIR,JOY,
Female,39,Canada,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,MEH,MEH,MEH,JOY,JOY,JOY,JOY,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Female,22,UK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,old,usa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,62,US,MEH,MEH,DESPAIR,DESPAIR,JOY,MEH,DESPAIR,MEH,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,MEH,JOY,JOY,JOY,MEH,JOY,DESPAIR,MEH,JOY,JOY,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,MEH,
Female,30,United States,JOY,JOY,JOY,MEH,JOY,JOY,DESPAIR,JOY,JOY,JOY,JOY,JOY,MEH,MEH,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,JOY,DESPAIR,JOY,MEH,JOY,JOY,JOY,JOY,DESPAIR,DESPAIR,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Female,18,USA,MEH,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,JOY,DESPAIR,JOY,MEH,MEH,JOY,JOY,MEH,MEH,DESPAIR,JOY,MEH,JOY,JOY,MEH,JOY,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,
Female,27,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'd rather not say,56,USA,MEH,MEH,DESPAIR,MEH,JOY,JOY,DESPAIR,DESPAIR,DESPAIR,JOY,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,JOY,JOY,MEH,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,MEH,DESPAIR,JOY,
Male,41,USA,JOY,JOY,MEH,DESPAIR,MEH,JOY,DESPAIR,MEH,DESPAIR,MEH,JOY,MEH,JOY,JOY,MEH,MEH,JOY,MEH,MEH,JOY,JOY,JOY,DESPAIR,JOY,MEH,MEH,MEH,MEH,MEH,DESPAIR,JOY,
I'd rather not say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,53,hong kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,48,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Male,41,spain,JOY,JOY,DESPAIR,JOY,DESPAIR,DESPAIR,MEH,MEH,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,JOY,
Male,49,Germany,,JOY,,,,,,,,,,,,,,,,,,,JOY,,,,,,,,,,,
Female,29,UK,JOY,JOY,DESPAIR,DESPAIR,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,MEH,MEH,JOY,MEH,MEH,JOY,MEH,MEH,DESPAIR,JOY,JOY,JOY,MEH,DESPAIR,JOY,JOY,MEH,JOY,DESPAIR,DESPAIR,DESPAIR,DESPAIR,
Male,26,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
