ID,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,temperature,weather_description,Traffic_Level,Distance (km),Delivery Duration
8086,5.0,Buffet,motorcycle,20.04,mist,Low,3.19,20.17
1.00E+12,4.6,Meal,motorcycle,25.01,mist,High,11.64,35.1
4CAC,4.7,Buffet,motorcycle,25.96,haze,Moderate,11.45,30.28
4B9D,4.9,Snack,motorcycle,23.74,haze,Moderate,7.89,31.92
BE06,4.7,Drinks,motorcycle,22.14,clear sky,High,22.28,47.23
CB03,5.0,Snack,motorcycle,22.04,clear sky,Very High,31.61,66.2
5F94,4.8,Snack,scooter,23.46,clear sky,Very High,27.04,61.88
3C65,4.0,Snack,scooter,22.74,haze,High,22.23,46.22
368A,4.9,Drinks,motorcycle,28.04,smoke,High,17.77,46.35
52CD,4.3,Snack,motorcycle,22.64,clear sky,Moderate,7.7,26.23
1D08,4.5,Buffet,motorcycle,24.9,clear sky,Very High,24.36,54.97
838A,4.3,Buffet,motorcycle,23.45,haze,Moderate,5.54,26.93
D1C2,4.7,Meal,motorcycle,28.0,haze,Moderate,9.09,23.1
9B8D,4.9,Snack,motorcycle,22.58,haze,High,10.61,47.5
3.80E+05,4.7,Meal,motorcycle,27.75,smoke,Very High,19.23,62.27
A886,4.8,Snack,motorcycle,20.58,clear sky,High,19.34,45.33
91A6,4.3,Buffet,motorcycle,20.75,clear sky,Moderate,10.51,26.37
B443,4.5,Snack,scooter,20.38,clear sky,Low,7.01,22.55
CE39,4.9,Buffet,motorcycle,23.46,clear sky,Very High,43.71,56.92
B05A,4.7,Buffet,motorcycle,22.17,clear sky,Very High,31.22,53.18
2328,4.6,Drinks,motorcycle,20.18,mist,High,15.8,49.33
7664,4.9,Drinks,scooter,28.36,overcast clouds,Very High,27.41,78.92
86DE,4.5,Drinks,motorcycle,23.06,haze,Moderate,8.45,35.07
6A2A,4.7,Drinks,motorcycle,28.03,clear sky,Very High,25.14,69.47
D671,4.9,Buffet,motorcycle,25.53,clear sky,High,22.82,46.47
4F94,4.6,Snack,scooter,22.62,haze,High,11.19,39.27
2CE5,4.5,Drinks,motorcycle,23.99,haze,Low,5.41,22.75
BD3F,4.9,Snack,motorcycle,20.08,mist,Moderate,7.34,34.17
D29E,4.0,Buffet,motorcycle,24.59,few clouds,High,15.58,48.4
4112,4.8,Snack,motorcycle,20.58,clear sky,High,25.06,44.2
A955,4.8,Meal,electric_scooter,22.11,haze,Very High,23.47,47.37
63CB,4.9,Meal,motorcycle,22.96,clear sky,Very High,16.48,51.37
1ECB,4.6,Snack,motorcycle,21.97,haze,Moderate,11.52,27.03
4D4D,4.6,Meal,electric_scooter,23.29,haze,High,11.72,35.7
249B,4.5,Snack,scooter,22.25,clear sky,High,19.16,39.43
4AC3,4.7,Drinks,electric_scooter,20.15,scattered clouds,High,19.69,50.02
A780,4.6,Drinks,motorcycle,19.98,mist,Moderate,10.02,39.55
C177,4.3,Snack,scooter,25.52,clear sky,Moderate,12.54,32.1
8EF2,4.8,Meal,scooter,27.22,clear sky,Very High,34.81,82.92
3267,4.3,Buffet,scooter,20.62,clear sky,Moderate,20.68,29.58
C5C5,4.7,Drinks,motorcycle,22.24,clear sky,High,17.63,46.98
F54,4.7,Buffet,motorcycle,24.92,mist,Moderate,9.82,30.98
D4CB,4.9,Drinks,motorcycle,22.18,clear sky,Low,5.03,24.13
D929,4.7,Meal,motorcycle,24.91,clear sky,Low,2.97,15.2
78AB,4.7,Buffet,scooter,22.29,clear sky,High,26.6,47.62
D53,4.6,Drinks,electric_scooter,25.92,haze,Low,5.97,24.87
92BC,5.0,Meal,motorcycle,23.91,clear sky,Very High,29.36,56.17
B5EA,4.6,Snack,motorcycle,20.62,clear sky,Moderate,20.5,31.62
DE89,4.5,Drinks,motorcycle,21.74,haze,Moderate,11.84,40.08
CC8F,4.9,Snack,scooter,16.05,clear sky,Low,5.73,20.5
2A81,4.7,Meal,motorcycle,22.39,haze,Very High,24.47,55.1
9C54,4.7,Snack,scooter,28.42,mist,Moderate,6.18,29.88
F6B,4.4,Meal,motorcycle,20.05,mist,Moderate,14.22,28.88
19C9,4.5,Buffet,scooter,22.75,haze,High,17.97,47.07
A6F0,3.8,Drinks,motorcycle,22.79,haze,High,11.04,42.35
C93F,4.1,Snack,scooter,21.99,clear sky,High,17.49,47.78
5C27,4.5,Snack,motorcycle,19.85,scattered clouds,Very High,23.55,58.53
A02F,4.6,Buffet,scooter,22.94,haze,Moderate,10.64,31.7
8C66,4.6,Buffet,motorcycle,28.57,mist,Moderate,9.71,28.28
1811,4.6,Snack,scooter,25.89,haze,Moderate,7.96,29.03
A813,5.0,Meal,motorcycle,25.78,haze,Low,4.6,16.28
7374,5.0,Snack,electric_scooter,28.51,overcast clouds,Very High,14.83,58.72
B207,4.9,Meal,motorcycle,28.34,overcast clouds,Very High,28.41,71.87
2F08,4.6,Drinks,motorcycle,23.91,haze,High,27.44,51.42
C852,5.0,Drinks,scooter,27.99,haze,Moderate,10.38,36.83
19C7,4.8,Buffet,scooter,25.86,haze,High,11.62,34.97
4DCE,4.4,Meal,motorcycle,20.48,clear sky,Very Low,3.09,7.43
CA34,4.4,Snack,motorcycle,21.94,haze,Low,3.83,17.08
D047,4.6,Drinks,scooter,28.01,haze,Very High,28.16,73.65
B79E,4.8,Drinks,scooter,22.14,haze,Very High,23.47,56.37
3BAB,4.4,Meal,motorcycle,23.99,haze,High,16.0,34.47
69B5,4.5,Drinks,electric_scooter,23.81,clear sky,Very High,31.09,76.85
1057,4.6,Meal,motorcycle,22.35,clear sky,Low,2.37,11.48
C695,5.0,Buffet,motorcycle,24.06,scattered clouds,High,16.73,42.3
5DAB,4.8,Snack,motorcycle,28.05,clear sky,Very High,32.34,82.37
16DC,4.9,Buffet,scooter,22.81,haze,Low,3.86,15.0
DC78,4.2,Drinks,motorcycle,23.67,clear sky,High,20.2,48.4
667D,4.5,Meal,motorcycle,22.1,haze,Low,4.37,13.62
BF24,4.6,Buffet,motorcycle,22.29,clear sky,High,13.84,37.67
347E,4.3,Meal,motorcycle,20.58,clear sky,Very High,29.68,50.47
142C,4.1,Drinks,motorcycle,22.86,clear sky,Moderate,8.69,35.78
7615,4.9,Snack,electric_scooter,23.21,haze,Moderate,10.27,31.07
B707,4.5,Meal,motorcycle,22.18,clear sky,High,18.15,39.6
4A00,4.2,Buffet,motorcycle,22.4,haze,Very High,29.32,81.57
2D0F,4.8,Buffet,scooter,20.38,clear sky,Low,4.9,18.28
730A,4.9,Drinks,motorcycle,22.63,haze,High,19.39,48.05
7001,4.8,Drinks,motorcycle,22.92,haze,High,12.73,42.27
7B8D,4.6,Buffet,scooter,27.77,smoke,Low,2.58,18.08
3C83,4.9,Snack,motorcycle,27.93,clear sky,Very High,26.84,68.03
7ED1,4.9,Snack,motorcycle,20.54,clear sky,Very Low,3.67,13.95
1450,4.6,Drinks,scooter,22.29,clear sky,Very High,27.23,56.93
4260,4.6,Snack,motorcycle,20.27,scattered clouds,Low,10.95,23.12
6159,4.7,Buffet,scooter,22.54,haze,Very High,31.78,71.68
DC0D,4.7,Snack,motorcycle,27.99,haze,Very High,25.39,68.03
2F24,4.5,Buffet,motorcycle,27.9,clear sky,Moderate,11.67,32.55
6735,4.7,Snack,motorcycle,22.76,haze,High,14.68,46.9
240C,4.9,Meal,scooter,23.97,haze,High,18.18,33.4
39CD,4.8,Drinks,scooter,25.92,haze,Low,3.9,21.87
6FAD,4.9,Meal,scooter,22.75,clear sky,High,18.69,42.38
2C0A,4.7,Drinks,scooter,27.86,smoke,Very High,28.07,72.67
ABE7,4.6,Meal,motorcycle,23.03,clear sky,High,12.59,35.15
D3F8,4.5,Snack,motorcycle,23.0,clear sky,Very High,27.56,71.08
AEAC,4.6,Snack,motorcycle,23.39,clear sky,Very High,21.35,62.62
BFFB,4.6,Snack,motorcycle,24.01,clear sky,Low,3.87,15.72
16A4,4.6,Meal,motorcycle,22.89,haze,Moderate,9.16,25.93
1295,4.8,Buffet,motorcycle,20.7,clear sky,High,15.88,41.8
2657,4.6,Drinks,motorcycle,22.11,haze,High,18.25,41.12
A9D1,4.7,Drinks,motorcycle,25.97,haze,Low,8.05,29.7
3.20E+06,4.6,Snack,scooter,26.12,haze,Very High,20.42,51.67
5855,4.0,Snack,scooter,22.09,haze,Moderate,11.77,34.47
AFEB,4.4,Meal,motorcycle,22.14,haze,Very High,22.12,49.63
6B87,4.7,Snack,scooter,28.27,mist,Moderate,8.97,35.32
581D,3.6,Meal,motorcycle,23.37,haze,Moderate,6.03,26.53
D685,4.9,Buffet,scooter,21.23,haze,Very High,31.41,54.55
260E,4.0,Drinks,motorcycle,23.06,haze,Low,5.27,24.35
2.00E+05,4.4,Meal,motorcycle,26.14,haze,Very High,25.52,58.28
B07C,4.9,Snack,motorcycle,22.29,clear sky,High,22.02,48.0
358E,4.6,Snack,scooter,27.83,smoke,High,13.16,49.25
4A51,4.1,Snack,motorcycle,24.96,mist,Low,5.06,23.52
E280,4.6,Snack,motorcycle,25.02,clear sky,Very High,21.74,57.65
1A7D,5.0,Buffet,motorcycle,22.92,haze,Low,3.75,17.18
5704,4.8,Snack,scooter,28.21,mist,Low,2.56,19.87
C40D,4.4,Meal,scooter,28.03,haze,Moderate,13.97,27.28
C3D2,4.8,Meal,motorcycle,27.99,haze,Very Low,2.15,10.52
1682,4.6,Snack,motorcycle,22.92,clear sky,High,16.67,40.28
1662,4.8,Meal,motorcycle,22.61,haze,Low,2.17,12.52
E283,4.2,Drinks,motorcycle,25.66,clear sky,Low,7.03,29.28
B2E1,5.0,Drinks,motorcycle,20.7,clear sky,High,15.76,50.37
9000,4.5,Snack,motorcycle,20.7,clear sky,High,15.76,45.37
2443,4.9,Meal,motorcycle,20.19,mist,Moderate,9.38,30.13
9921,4.8,Drinks,motorcycle,23.93,clear sky,Very High,29.77,66.25
7D2B,5.0,Drinks,scooter,23.67,haze,High,10.31,43.62
4C73,4.9,Drinks,electric_scooter,22.08,haze,Very Low,1.97,19.62
60A3,4.8,Buffet,motorcycle,23.95,clear sky,Very High,20.38,52.92
7.10E+05,4.9,Drinks,motorcycle,28.0,smoke,High,15.93,51.27
BB78,3.5,Meal,electric_scooter,26.96,smoke,Very High,24.34,74.85
6008,4.6,Snack,motorcycle,22.83,haze,Moderate,7.62,29.22
24BE,4.9,Drinks,scooter,23.92,clear sky,Very High,27.73,67.6
A9B6,4.0,Meal,motorcycle,22.08,haze,Moderate,6.26,22.73
A8AE,4.9,Buffet,motorcycle,21.14,mist,High,15.8,42.15
8862,4.8,Snack,motorcycle,28.24,mist,High,11.38,39.83
980B,3.3,Buffet,electric_scooter,27.18,smoke,High,20.12,49.18
5132,4.9,Buffet,scooter,23.72,clear sky,High,18.31,43.88
657A,4.1,Drinks,motorcycle,25.89,haze,Moderate,9.36,33.33
76DF,4.6,Buffet,scooter,23.4,haze,Moderate,10.37,29.45
498C,4.7,Snack,scooter,22.76,clear sky,Very High,16.78,51.5
3614,4.8,Buffet,motorcycle,24.0,haze,Low,5.29,15.38
39B3,4.7,Snack,motorcycle,20.74,clear sky,High,15.19,35.27
91B0,4.6,Buffet,motorcycle,22.92,haze,Very High,21.31,60.97
9A56,4.9,Buffet,motorcycle,20.08,mist,Low,3.96,25.45
BFE,4.6,Buffet,motorcycle,22.52,haze,Very High,27.05,64.72
B6E1,4.8,Buffet,motorcycle,23.33,haze,Low,5.58,18.4
418F,4.8,Meal,motorcycle,22.61,haze,Moderate,7.93,23.45
D46E,4.7,Drinks,scooter,12.86,clear sky,Very High,44.28,118.23
C3B7,4.9,Snack,motorcycle,25.58,clear sky,Very High,20.62,53.85
3141,4.6,Drinks,motorcycle,22.78,clear sky,Low,4.53,26.5
A45F,4.8,Drinks,motorcycle,22.81,haze,Moderate,8.02,38.13
D907,4.7,Snack,motorcycle,25.4,clear sky,Very High,30.7,54.57
3063,4.7,Drinks,motorcycle,23.83,haze,High,14.29,48.78
C40F,5.0,Drinks,motorcycle,28.85,broken clouds,Very High,22.57,65.62
4BF1,5.0,Snack,scooter,28.01,smoke,Low,3.46,24.35
2822,4.6,Snack,motorcycle,25.81,haze,Moderate,7.29,26.98
A83,4.9,Drinks,scooter,20.71,clear sky,Moderate,13.03,32.98
2926,4.4,Buffet,motorcycle,22.27,clear sky,High,16.93,35.58
8A64,4.7,Meal,motorcycle,20.54,clear sky,High,12.35,31.77
A85,5.0,Drinks,electric_scooter,23.4,haze,Moderate,10.37,36.47
64A1,4.5,Meal,electric_scooter,23.37,haze,Low,2.69,15.28
8469,4.6,Snack,motorcycle,22.22,clear sky,High,22.38,43.7
7CB,4.4,Buffet,motorcycle,27.64,clear sky,Very High,40.17,101.13
3.00E+28,4.6,Drinks,motorcycle,22.03,haze,Low,3.93,23.15
6.30E+04,5.0,Drinks,motorcycle,25.97,haze,High,18.48,49.4
AB3D,4.8,Snack,motorcycle,22.98,clear sky,High,17.5,45.22
883B,4.6,Buffet,motorcycle,25.82,haze,Moderate,9.62,29.4
D779,4.0,Buffet,scooter,25.44,clear sky,High,16.11,39.73
6939,4.8,Buffet,electric_scooter,22.14,haze,Moderate,11.03,30.33
CFA2,4.9,Meal,scooter,27.99,haze,High,12.89,39.83
3439,4.8,Buffet,motorcycle,28.56,mist,Low,3.21,16.43
2EED,4.9,Drinks,motorcycle,23.33,haze,Moderate,7.9,36.1
610C,4.6,Snack,scooter,28.44,mist,Moderate,8.94,29.33
D1C5,4.8,Drinks,scooter,28.0,haze,Low,3.99,24.8
DBB0,4.7,Buffet,scooter,25.3,clear sky,High,17.3,42.23
294D,4.9,Drinks,motorcycle,24.94,mist,Very Low,2.69,18.78
4C67,4.5,Drinks,scooter,23.17,haze,High,12.31,45.98
8BEE,5.0,Snack,motorcycle,22.6,clear sky,Low,6.67,21.87
689A,4.6,Meal,motorcycle,22.79,haze,High,11.04,33.33
93D0,4.9,Meal,motorcycle,20.01,mist,Moderate,8.02,27.35
11F2,4.8,Buffet,scooter,22.71,clear sky,Very High,17.97,51.82
717D,5.0,Buffet,scooter,25.9,haze,Low,6.4,20.93
841F,4.3,Snack,electric_scooter,23.93,haze,High,20.24,43.85
AAE5,4.9,Buffet,motorcycle,22.25,clear sky,High,19.16,37.48
7FC6,4.8,Drinks,motorcycle,24.9,clear sky,Very High,33.95,62.13
4729,4.8,Meal,scooter,23.9,clear sky,Very High,26.79,55.92
97AF,4.6,Meal,scooter,23.53,clear sky,Very High,31.93,63.9
57C1,4.9,Buffet,motorcycle,22.59,haze,High,12.44,38.13
7976,4.6,Buffet,motorcycle,22.88,clear sky,Very High,16.68,52.67
6DFC,4.8,Meal,motorcycle,22.57,haze,Very High,31.89,56.82
19B8,4.7,Meal,motorcycle,26.2,haze,Very High,24.96,53.45
6C86,4.9,Drinks,motorcycle,20.46,clear sky,Very Low,2.2,17.23
3958,4.8,Meal,motorcycle,27.99,smoke,Moderate,8.82,32.97
77A1,4.8,Buffet,scooter,20.27,scattered clouds,Low,10.95,21.15
1.00E+97,4.1,Snack,motorcycle,25.89,haze,Low,4.9,19.95
56DD,4.6,Drinks,motorcycle,24.97,mist,Moderate,8.39,34.23
53F6,4.6,Snack,scooter,22.8,haze,Low,5.98,24.1
49CC,4.5,Buffet,motorcycle,20.09,mist,High,10.79,38.28
2A40,4.5,Drinks,motorcycle,22.58,haze,Very High,32.21,71.77
D960,4.0,Meal,motorcycle,28.0,haze,High,15.8,42.15
52C4,4.2,Buffet,motorcycle,28.0,smoke,Moderate,8.49,34.88
CDEB,4.1,Snack,motorcycle,23.8,clear sky,Low,8.98,23.8
79F7,4.9,Buffet,motorcycle,23.3,haze,Very Low,2.41,13.0
52EC,4.6,Drinks,motorcycle,20.59,clear sky,High,13.96,42.55
85B1,5.0,Meal,motorcycle,28.32,overcast clouds,High,10.91,35.3
E20A,4.5,Snack,motorcycle,27.97,haze,Very High,24.84,60.22
B010,4.9,Snack,motorcycle,28.2,mist,Low,2.56,19.87
3E3A,4.6,Snack,scooter,22.76,clear sky,Very High,16.78,51.48
112E,4.9,Buffet,scooter,25.93,haze,Very Low,2.26,11.15
9F9F,5.0,Buffet,motorcycle,20.71,clear sky,Moderate,8.86,26.37
5EF0,4.7,Meal,scooter,25.93,haze,Very Low,2.09,7.9
9B49,4.9,Snack,motorcycle,23.0,clear sky,Very High,28.62,75.67
8.80E+05,4.9,Drinks,motorcycle,23.61,clear sky,Very High,27.97,66.78
2FF2,4.7,Buffet,scooter,23.43,haze,High,12.93,45.57
AC8,4.9,Drinks,motorcycle,23.91,haze,High,24.03,52.6
3694,3.9,Drinks,scooter,20.29,scattered clouds,High,18.86,50.63
13D8,4.7,Drinks,scooter,22.22,clear sky,High,18.3,45.18
5600,4.0,Drinks,scooter,22.19,haze,High,19.3,55.9
45C2,4.2,Buffet,motorcycle,24.18,haze,High,15.66,35.35
9990,4.7,Snack,motorcycle,24.95,mist,High,17.94,51.38
1F47,4.2,Buffet,motorcycle,22.86,haze,High,16.9,43.98
3D68,4.5,Snack,scooter,22.16,haze,Low,6.91,25.75
65D,4.6,Meal,motorcycle,22.05,haze,Very High,23.77,47.98
8734,4.7,Drinks,scooter,24.94,mist,High,16.89,50.02
3BF0,4.8,Drinks,motorcycle,27.71,smoke,Low,2.48,25.03
B742,4.9,Snack,motorcycle,24.92,mist,Low,5.07,23.15
E285,4.3,Snack,motorcycle,25.72,clear sky,High,11.81,42.28
7221,4.6,Meal,motorcycle,22.48,haze,Very High,16.02,52.02
265F,4.6,Snack,motorcycle,22.94,haze,High,15.45,46.95
145B,4.9,Meal,scooter,28.41,mist,Very Low,1.88,8.77
5146,4.9,Drinks,motorcycle,20.08,mist,Moderate,6.79,36.85
46F1,4.4,Snack,motorcycle,20.7,clear sky,High,16.88,36.07
D922,4.3,Drinks,motorcycle,8.99,clear sky,Very High,24.69,84.88
87D,4.6,Buffet,motorcycle,27.98,smoke,Moderate,11.75,36.22
76D5,4.8,Snack,scooter,23.79,clear sky,Very High,30.16,67.57
A474,4.3,Snack,motorcycle,22.81,haze,Very High,18.16,52.28
937B,4.8,Snack,electric_scooter,22.19,haze,Very High,25.41,56.93
B9AE,5.0,Meal,motorcycle,23.16,clear sky,Very High,17.21,48.48
6B9E,4.0,Snack,motorcycle,28.27,mist,Very High,18.86,56.45
9FEC,4.9,Snack,motorcycle,23.16,clear sky,Very High,17.21,53.08
7D02,4.7,Snack,motorcycle,20.72,clear sky,High,16.75,43.87
CC0E,5.0,Drinks,scooter,21.92,haze,Low,4.77,27.4
BA44,4.5,Meal,scooter,24.95,mist,High,16.07,42.28
2.30E+06,4.6,Snack,electric_scooter,24.93,clear sky,Moderate,12.01,34.83
1274,4.7,Meal,motorcycle,22.92,haze,High,12.65,32.63
5657,4.7,Buffet,scooter,22.92,clear sky,Moderate,6.03,23.0
964B,4.0,Drinks,scooter,20.16,mist,High,18.5,48.15
31EB,4.9,Meal,motorcycle,28.31,overcast clouds,High,14.08,41.55
A71C,4.6,Meal,motorcycle,22.27,clear sky,High,22.02,40.5
46C7,4.7,Buffet,motorcycle,23.64,haze,Moderate,8.29,30.23
D9F5,4.9,Meal,electric_scooter,21.79,haze,Moderate,11.56,26.9
7A14,4.9,Buffet,motorcycle,22.92,haze,Very High,21.16,62.03
DC63,4.7,Snack,motorcycle,28.02,haze,Very High,25.59,55.23
62A2,4.7,Buffet,motorcycle,24.99,mist,Low,8.01,25.72
6.40E+05,4.9,Meal,motorcycle,28.56,mist,Low,3.21,14.42
A4DF,4.7,Snack,motorcycle,26.26,haze,High,29.81,48.68
AB29,4.2,Snack,scooter,23.91,haze,High,27.44,46.25
D535,4.4,Snack,motorcycle,25.53,clear sky,Moderate,17.43,30.37
B16F,3.6,Meal,motorcycle,23.56,haze,Moderate,10.21,28.57
1246,4.9,Snack,motorcycle,22.88,haze,High,14.79,46.02
1321,4.3,Meal,motorcycle,22.94,haze,Moderate,9.27,29.45
6A06,4.4,Drinks,motorcycle,19.99,mist,Very Low,1.91,21.88
82AF,5.0,Meal,electric_scooter,23.58,haze,Very Low,2.48,9.6
A526,4.6,Snack,scooter,22.94,haze,Moderate,8.03,30.32
8EB4,5.0,Buffet,scooter,27.54,smoke,High,11.65,44.03
8F67,5.0,Drinks,electric_scooter,28.37,mist,Moderate,9.52,36.18
B87A,4.8,Meal,motorcycle,28.03,smoke,Low,3.23,17.25
8214,4.1,Drinks,scooter,23.99,haze,High,14.01,42.43
6DC2,4.7,Drinks,electric_scooter,20.76,clear sky,High,17.77,41.35
6DDB,4.8,Buffet,scooter,24.95,mist,Very Low,2.22,12.7
4557,4.9,Meal,motorcycle,20.1,mist,Low,4.08,17.62
27EE,4.4,Snack,motorcycle,27.99,smoke,Low,6.37,26.75
F7C,4.9,Drinks,scooter,28.48,mist,Low,2.29,23.6
1544,4.4,Snack,motorcycle,27.63,smoke,Very High,22.33,70.18
AC4E,5.0,Buffet,motorcycle,22.64,haze,Low,6.42,19.6
E0B7,4.6,Drinks,motorcycle,25.72,clear sky,Moderate,12.97,39.4
B459,4.7,Buffet,motorcycle,22.54,clear sky,Low,2.77,15.12
99CF,4.7,Meal,scooter,20.4,clear sky,High,25.16,40.58
86A2,4.4,Buffet,electric_scooter,20.08,mist,Low,4.97,22.48
B899,4.8,Meal,motorcycle,28.48,mist,Low,3.19,14.15
B2B2,4.6,Buffet,motorcycle,25.92,haze,Low,5.97,17.83
1111,4.7,Drinks,motorcycle,24.95,mist,High,13.57,44.92
7E8D,4.4,Snack,motorcycle,24.91,clear sky,High,20.43,47.72
8949,4.9,Meal,motorcycle,20.03,mist,Low,2.26,14.4
9BE2,4.4,Drinks,motorcycle,22.68,haze,Very High,32.36,67.98
1692,4.8,Drinks,motorcycle,23.64,haze,Moderate,8.29,37.08
8321,3.8,Buffet,scooter,20.22,scattered clouds,Very High,25.76,58.52
D88C,3.8,Meal,motorcycle,28.01,haze,Very High,24.13,56.45
28B7,4.5,Meal,motorcycle,23.27,clear sky,Very High,28.81,69.48
2F8F,4.6,Drinks,motorcycle,28.39,mist,Very High,21.64,71.08
1837,4.9,Meal,scooter,20.44,clear sky,Very Low,2.65,9.12
AB8,4.6,Drinks,scooter,19.97,mist,Low,4.12,25.72
5BE8,4.6,Buffet,scooter,23.02,haze,Very High,14.06,50.07
E5D,4.6,Meal,scooter,25.88,haze,Low,4.59,15.33
8882,5.0,Meal,scooter,22.18,haze,Low,3.93,14.88
7762,4.8,Drinks,motorcycle,20.08,mist,Low,4.98,31.73
9826,4.7,Meal,scooter,27.97,smoke,High,16.05,46.92
8F8A,4.9,Buffet,scooter,22.08,haze,High,13.69,36.38
D4D6,4.7,Drinks,motorcycle,28.01,haze,Very Low,2.46,20.9
5.80E+02,4.6,Snack,motorcycle,22.64,haze,Low,6.42,21.6
CD9E,4.9,Buffet,motorcycle,11.62,clear sky,Very High,16.79,59.82
7.20E+07,4.5,Meal,motorcycle,22.23,clear sky,High,19.18,36.9
8471,4.7,Drinks,scooter,20.47,clear sky,Low,6.79,28.48
97B5,3.6,Snack,scooter,26.06,haze,High,13.97,37.33
33FC,4.9,Snack,motorcycle,20.21,mist,High,17.3,51.33
1289,4.5,Meal,scooter,26.12,haze,Very High,20.42,47.6
9F2F,4.5,Snack,scooter,20.79,clear sky,High,18.74,37.68
9888,4.1,Snack,scooter,20.21,mist,Moderate,15.58,35.45
B9DE,4.8,Buffet,motorcycle,28.46,mist,Low,4.84,23.05
4993,4.2,Drinks,motorcycle,28.25,mist,Very High,16.71,60.52
4C99,4.5,Drinks,motorcycle,27.91,smoke,Low,2.43,25.02
83CC,4.5,Drinks,motorcycle,24.93,clear sky,High,21.96,52.47
9EDD,4.5,Buffet,motorcycle,22.19,haze,High,11.71,35.88
71ED,4.8,Meal,motorcycle,23.4,haze,Moderate,10.37,28.45
3B04,4.8,Drinks,motorcycle,23.32,clear sky,Very High,23.93,71.7
3B75,4.6,Meal,motorcycle,20.09,mist,Moderate,7.87,32.82
2719,5.0,Drinks,electric_scooter,20.74,clear sky,High,15.19,40.15
240B,4.6,Snack,motorcycle,22.5,haze,Very High,15.33,61.68
D65F,4.6,Meal,scooter,19.98,haze,Very High,26.39,67.15
55AF,5.0,Snack,motorcycle,28.24,mist,High,11.38,39.85
9.00E+96,4.7,Buffet,motorcycle,23.64,haze,Moderate,7.42,33.5
85B3,4.7,Drinks,motorcycle,22.82,haze,High,16.69,49.15
B218,4.5,Meal,motorcycle,24.94,mist,Moderate,11.45,32.62
9197,5.0,Drinks,scooter,22.86,haze,High,16.9,51.48
8BEB,4.7,Meal,scooter,20.5,clear sky,Very Low,3.01,9.27
8496,4.8,Meal,scooter,23.18,haze,Moderate,10.68,29.43
1DB6,4.6,Meal,motorcycle,20.54,clear sky,Moderate,7.48,21.08
75D7,4.0,Snack,motorcycle,22.6,haze,Very High,21.51,55.63
72B4,4.8,Snack,motorcycle,27.71,smoke,High,21.32,47.87
3AC0,4.1,Meal,scooter,22.88,clear sky,High,15.44,39.18
38FF,4.7,Drinks,motorcycle,23.68,haze,Moderate,6.53,35.27
7C5,4.6,Drinks,motorcycle,27.71,clear sky,Very High,51.16,107.87
B52A,4.2,Meal,motorcycle,23.99,haze,Low,9.84,21.8
740F,4.6,Buffet,scooter,24.94,mist,High,12.5,36.07
A433,4.2,Meal,motorcycle,22.18,haze,Moderate,11.44,25.93
A36A,4.9,Meal,motorcycle,22.17,haze,Low,5.86,21.63
677A,4.9,Drinks,scooter,23.64,haze,Very Low,1.82,17.97
8DFB,4.6,Buffet,scooter,28.05,clear sky,Low,4.74,16.3
6CE7,4.8,Snack,scooter,28.41,mist,Very Low,1.88,12.77
B49F,4.1,Snack,motorcycle,22.6,haze,High,11.15,39.02
3F97,4.5,Snack,motorcycle,24.92,mist,High,13.94,38.5
A192,5.0,Buffet,motorcycle,27.63,clear sky,Very High,21.38,55.78
4669,4.6,Snack,motorcycle,22.71,haze,Low,7.2,18.33
E22A,4.3,Buffet,motorcycle,25.41,clear sky,Very Low,1.89,9.5
17D5,4.9,Drinks,scooter,20.78,clear sky,High,17.34,44.52
1123,4.8,Drinks,motorcycle,20.54,clear sky,Very High,22.79,59.7
823E,4.9,Drinks,electric_scooter,22.75,haze,Very High,23.83,73.05
23C5,4.6,Snack,electric_scooter,28.26,overcast clouds,Very High,13.96,53.25
1C63,4.6,Buffet,motorcycle,28.05,clear sky,Low,4.74,16.3
A7E5,4.3,Meal,motorcycle,24.14,haze,Moderate,10.76,23.15
5FE5,4.2,Meal,motorcycle,23.83,haze,High,13.19,34.78
984D,4.9,Snack,scooter,28.33,overcast clouds,Very High,19.39,64.9
8171,4.7,Buffet,scooter,20.27,clear sky,High,22.84,40.73
D2F7,4.5,Meal,scooter,21.61,clear sky,Very High,30.78,55.82
6059,4.7,Drinks,motorcycle,20.47,clear sky,Low,6.79,28.42
AD02,4.9,Meal,motorcycle,27.96,smoke,Moderate,5.54,30.93
75B1,4.8,Buffet,motorcycle,22.08,haze,Low,4.15,19.45
4D27,4.3,Drinks,motorcycle,24.9,clear sky,High,17.82,47.32
E1E0,4.1,Snack,motorcycle,28.99,mist,Very Low,3.41,17.8
9013,4.6,Snack,motorcycle,22.76,haze,Moderate,8.95,33.2
4189,4.4,Drinks,motorcycle,27.97,smoke,Low,3.85,31.62
CBC2,4.9,Meal,motorcycle,25.63,clear sky,High,11.35,36.65
39C8,4.1,Meal,scooter,20.71,clear sky,High,16.46,32.88
94D5,4.8,Buffet,scooter,23.9,clear sky,Very High,20.76,55.52
D831,4.2,Snack,motorcycle,28.6,scattered clouds,Moderate,7.41,27.77
4C3B,4.6,Drinks,scooter,24.94,mist,High,14.0,48.73
BE28,4.6,Buffet,scooter,24.95,mist,Moderate,10.6,32.12
